time,lN,fN01,fN02,fN03,fN04,fN05,fN06,fN07,fN08,fN09,fN10,fN11,fN12,fN13,fN14,fN15,fN16,fN17,fN18,fN19,fN20,fN21,fN22,fN23,fN24,fNavg,fNstd,fNmin,fNmax
5.010000e+00,8.506100e-01,9.059542e-01,8.580717e-01,7.760937e-01,8.040000e-01,7.800465e-01,1.025843e+00,9.231362e-01,8.627685e-01,9.351154e-01,8.513975e-01,8.799134e-01,9.041897e-01,8.660000e-01,9.060707e-01,8.634836e-01,8.835052e-01,8.467778e-01,8.543931e-01,9.088125e-01,8.680288e-01,8.698485e-01,8.870638e-01,7.889083e-01,9.305294e-01,8.741646e-01,5.387744e-02,7.760937e-01,1.025843e+00
5.011000e+00,8.509300e-01,9.106107e-01,8.636323e-01,7.807812e-01,8.108667e-01,7.855814e-01,1.028727e+00,9.287147e-01,8.727013e-01,9.419231e-01,8.560559e-01,8.837879e-01,9.069960e-01,8.704000e-01,9.105894e-01,8.663525e-01,8.873540e-01,8.524444e-01,8.623121e-01,9.163750e-01,8.747115e-01,8.782323e-01,8.960851e-01,7.937991e-01,9.357647e-01,8.797832e-01,5.359298e-02,7.807812e-01,1.028727e+00
5.012000e+00,8.511600e-01,9.174809e-01,8.692825e-01,7.860938e-01,8.167333e-01,7.920930e-01,1.033708e+00,9.341902e-01,8.833221e-01,9.487308e-01,8.601863e-01,8.883550e-01,9.112253e-01,8.712800e-01,9.157367e-01,8.704098e-01,8.918557e-01,8.575556e-01,8.690751e-01,9.218750e-01,8.812500e-01,8.862626e-01,9.048511e-01,7.993013e-01,9.412353e-01,8.855037e-01,5.360315e-02,7.860938e-01,1.033708e+00
5.013000e+00,8.514000e-01,9.242748e-01,8.749327e-01,7.910938e-01,8.230667e-01,7.984186e-01,1.038652e+00,9.399229e-01,8.941946e-01,9.560000e-01,8.647205e-01,8.922511e-01,9.143874e-01,8.739200e-01,9.212770e-01,8.737295e-01,8.969416e-01,8.605556e-01,8.781503e-01,9.270625e-01,8.880288e-01,8.950000e-01,9.143404e-01,8.036681e-01,9.467059e-01,8.913039e-01,5.378722e-02,7.910938e-01,1.038652e+00
5.014000e+00,8.515700e-01,9.306870e-01,8.809417e-01,7.951562e-01,8.290667e-01,8.058140e-01,1.044345e+00,9.466324e-01,9.057047e-01,9.635385e-01,8.692857e-01,8.967532e-01,9.183399e-01,8.788000e-01,9.272495e-01,8.774590e-01,9.029210e-01,8.668889e-01,8.869364e-01,9.339375e-01,8.944712e-01,9.025758e-01,9.243404e-01,8.088210e-01,9.518824e-01,8.976061e-01,5.408112e-02,7.951562e-01,1.044345e+00
5.015000e+00,8.518400e-01,9.361832e-01,8.866816e-01,7.993750e-01,8.364333e-01,8.134419e-01,1.049738e+00,9.531877e-01,9.182718e-01,9.714231e-01,8.736335e-01,9.010390e-01,9.224506e-01,8.812000e-01,9.334971e-01,8.811885e-01,9.086254e-01,8.712222e-01,8.953757e-01,9.390625e-01,9.022596e-01,9.110101e-01,9.344255e-01,8.134061e-01,9.578824e-01,9.037922e-01,5.443847e-02,7.993750e-01,1.049738e+00
5.016000e+00,8.521500e-01,9.445038e-01,8.938117e-01,8.055469e-01,8.443667e-01,8.214419e-01,1.055581e+00,9.606170e-01,9.315436e-01,9.791154e-01,8.786335e-01,9.055628e-01,9.270356e-01,8.853600e-01,9.398428e-01,8.859016e-01,9.143986e-01,8.747778e-01,9.043931e-01,9.449375e-01,9.096154e-01,9.205051e-01,9.446809e-01,8.172489e-01,9.637647e-01,9.105494e-01,5.484592e-02,8.055469e-01,1.055581e+00
5.017000e+00,8.524100e-01,9.505344e-01,9.010762e-01,8.089844e-01,8.527667e-01,8.297209e-01,1.061723e+00,9.687404e-01,9.448658e-01,9.874231e-01,8.836646e-01,9.105628e-01,9.315415e-01,8.886400e-01,9.470923e-01,8.909016e-01,9.208591e-01,8.806667e-01,9.141040e-01,9.501875e-01,9.175000e-01,9.301515e-01,9.544681e-01,8.218777e-01,9.693529e-01,9.173919e-01,5.541852e-02,8.089844e-01,1.061723e+00
5.018000e+00,8.526000e-01,9.558015e-01,9.078475e-01,8.121875e-01,8.611333e-01,8.379535e-01,1.067865e+00,9.765296e-01,9.585906e-01,9.957308e-01,8.888509e-01,9.151948e-01,9.362451e-01,8.931200e-01,9.544597e-01,8.958197e-01,9.275945e-01,8.844444e-01,9.252023e-01,9.566875e-01,9.261538e-01,9.400000e-01,9.653617e-01,8.265939e-01,9.753529e-01,9.243634e-01,5.620205e-02,8.121875e-01,1.067865e+00
5.019000e+00,8.528200e-01,9.641985e-01,9.139013e-01,8.164844e-01,8.700667e-01,8.466512e-01,1.074532e+00,9.848072e-01,9.723154e-01,1.004269e+00,8.947826e-01,9.202814e-01,9.406324e-01,8.977600e-01,9.621022e-01,9.013934e-01,9.340893e-01,8.875556e-01,9.368786e-01,9.631250e-01,9.355769e-01,9.495455e-01,9.765957e-01,8.305677e-01,9.809412e-01,9.316272e-01,5.713827e-02,8.164844e-01,1.074532e+00
5.020000e+00,8.530700e-01,9.711450e-01,9.204036e-01,8.221094e-01,8.794000e-01,8.556744e-01,1.081086e+00,9.939075e-01,9.866443e-01,1.013500e+00,9.001242e-01,9.255628e-01,9.455336e-01,9.016800e-01,9.695874e-01,9.072131e-01,9.407560e-01,8.952222e-01,9.486705e-01,9.692500e-01,9.437500e-01,9.603030e-01,9.880851e-01,8.354585e-01,9.870000e-01,9.392528e-01,5.790507e-02,8.221094e-01,1.081086e+00
5.021000e+00,8.532100e-01,9.779389e-01,9.262780e-01,8.267187e-01,8.890667e-01,8.642791e-01,1.088127e+00,1.002596e+00,1.000621e+00,1.023038e+00,9.053727e-01,9.307576e-01,9.506719e-01,9.060800e-01,9.769745e-01,9.143443e-01,9.481100e-01,8.988889e-01,9.601156e-01,9.756250e-01,9.531731e-01,9.710101e-01,9.996170e-01,8.395197e-01,9.931765e-01,9.467542e-01,5.906948e-02,8.267187e-01,1.088127e+00
5.022000e+00,8.535900e-01,9.854198e-01,9.336323e-01,8.307031e-01,8.988000e-01,8.738140e-01,1.094682e+00,1.011645e+00,1.013993e+00,1.033154e+00,9.112112e-01,9.364719e-01,9.555336e-01,9.110400e-01,9.845972e-01,9.207787e-01,9.552921e-01,9.043333e-01,9.718497e-01,9.825625e-01,9.626442e-01,9.819697e-01,1.011277e+00,8.438428e-01,9.999412e-01,9.545495e-01,6.023018e-02,8.307031e-01,1.094682e+00
5.023000e+00,8.537000e-01,9.905344e-01,9.405830e-01,8.337500e-01,9.091333e-01,8.831628e-01,1.100412e+00,1.020977e+00,1.027936e+00,1.043231e+00,9.168012e-01,9.422727e-01,9.607905e-01,9.136800e-01,9.921218e-01,9.270082e-01,9.623711e-01,9.095556e-01,9.832948e-01,9.886875e-01,9.721635e-01,9.930808e-01,1.022851e+00,8.481223e-01,1.006235e+00,9.620315e-01,6.151786e-02,8.337500e-01,1.100412e+00
5.024000e+00,8.540100e-01,9.964885e-01,9.485650e-01,8.392188e-01,9.183667e-01,8.928372e-01,1.105993e+00,1.030797e+00,1.041728e+00,1.052923e+00,9.222360e-01,9.472294e-01,9.663241e-01,9.182400e-01,9.998625e-01,9.336066e-01,9.689691e-01,9.141111e-01,9.954913e-01,9.947500e-01,9.814904e-01,1.004091e+00,1.033447e+00,8.520961e-01,1.012471e+00,9.696388e-01,6.265440e-02,8.392188e-01,1.105993e+00
5.025000e+00,8.544100e-01,1.002824e+00,9.568610e-01,8.428906e-01,9.284333e-01,9.020000e-01,1.112846e+00,1.040051e+00,1.055369e+00,1.063346e+00,9.278882e-01,9.530087e-01,9.704348e-01,9.220000e-01,1.007623e+00,9.404508e-01,9.762887e-01,9.180000e-01,1.008324e+00,1.002063e+00,9.902885e-01,1.014495e+00,1.044000e+00,8.563319e-01,1.018059e+00,9.772449e-01,6.416299e-02,8.428906e-01,1.112846e+00
5.026000e+00,8.545500e-01,1.010305e+00,9.643946e-01,8.478125e-01,9.377333e-01,9.111628e-01,1.119101e+00,1.049306e+00,1.068758e+00,1.072923e+00,9.339441e-01,9.584199e-01,9.755336e-01,9.264800e-01,1.015599e+00,9.469262e-01,9.829897e-01,9.240000e-01,1.020289e+00,1.008000e+00,9.991827e-01,1.025505e+00,1.055021e+00,8.610917e-01,1.024353e+00,9.849514e-01,6.544561e-02,8.478125e-01,1.119101e+00
5.027000e+00,8.547500e-01,1.016412e+00,9.726457e-01,8.512500e-01,9.470000e-01,9.211628e-01,1.125918e+00,1.059100e+00,1.082517e+00,1.083269e+00,9.397826e-01,9.641342e-01,9.801976e-01,9.310400e-01,1.023360e+00,9.531557e-01,9.897595e-01,9.282222e-01,1.033121e+00,1.015250e+00,1.008317e+00,1.036414e+00,1.065745e+00,8.657205e-01,1.029176e+00,9.926113e-01,6.706202e-02,8.512500e-01,1.125918e+00
5.028000e+00,8.550500e-01,1.023511e+00,9.807623e-01,8.551562e-01,9.564000e-01,9.296744e-01,1.132659e+00,1.068226e+00,1.096292e+00,1.093231e+00,9.451553e-01,9.702381e-01,9.858103e-01,9.358400e-01,1.031709e+00,9.599180e-01,9.972852e-01,9.334444e-01,1.045434e+00,1.021437e+00,1.017452e+00,1.046970e+00,1.076340e+00,8.698690e-01,1.034471e+00,1.000304e+00,6.868093e-02,8.551562e-01,1.132659e+00
5.029000e+00,8.553600e-01,1.030534e+00,9.886547e-01,8.606250e-01,9.649667e-01,9.391163e-01,1.139513e+00,1.077249e+00,1.109748e+00,1.103654e+00,9.497205e-01,9.759091e-01,9.906324e-01,9.396800e-01,1.039862e+00,9.659426e-01,1.004467e+00,9.387778e-01,1.056532e+00,1.026313e+00,1.026154e+00,1.057626e+00,1.086340e+00,8.746725e-01,1.038824e+00,1.007730e+00,7.015472e-02,8.606250e-01,1.139513e+00
5.030000e+00,8.556000e-01,1.036260e+00,9.973991e-01,8.657812e-01,9.742000e-01,9.477674e-01,1.146517e+00,1.085964e+00,1.123356e+00,1.112692e+00,9.557764e-01,9.821861e-01,9.953360e-01,9.436000e-01,1.047701e+00,9.728279e-01,1.011134e+00,9.418889e-01,1.068613e+00,1.032500e+00,1.034423e+00,1.067576e+00,1.096553e+00,8.789956e-01,1.044882e+00,1.015164e+00,7.172561e-02,8.657812e-01,1.146517e+00
5.031000e+00,8.558400e-01,1.043435e+00,1.005067e+00,8.708594e-01,9.826000e-01,9.566512e-01,1.152772e+00,1.095219e+00,1.136661e+00,1.122115e+00,9.611180e-01,9.885281e-01,1.000711e+00,9.492000e-01,1.055187e+00,9.787295e-01,1.016838e+00,9.472222e-01,1.080405e+00,1.037250e+00,1.042596e+00,1.078081e+00,1.105660e+00,8.842795e-01,1.050765e+00,1.022581e+00,7.309100e-02,8.708594e-01,1.152772e+00
5.032000e+00,8.560800e-01,1.049924e+00,1.012735e+00,8.741406e-01,9.914667e-01,9.656279e-01,1.158951e+00,1.104961e+00,1.149815e+00,1.130000e+00,9.648137e-01,9.947403e-01,1.005296e+00,9.524000e-01,1.062908e+00,9.856557e-01,1.022165e+00,9.514444e-01,1.090983e+00,1.044375e+00,1.050769e+00,1.087172e+00,1.114936e+00,8.889956e-01,1.056647e+00,1.029622e+00,7.473673e-02,8.741406e-01,1.158951e+00
5.033000e+00,8.563800e-01,1.056718e+00,1.020852e+00,8.785938e-01,1.000000e+00,9.738140e-01,1.164869e+00,1.113625e+00,1.161208e+00,1.139038e+00,9.687578e-01,1.001147e+00,1.009368e+00,9.582400e-01,1.069175e+00,9.927049e-01,1.026907e+00,9.563333e-01,1.101850e+00,1.049813e+00,1.058606e+00,1.096263e+00,1.123872e+00,8.934061e-01,1.062941e+00,1.036588e+00,7.606565e-02,8.785938e-01,1.164869e+00
5.034000e+00,8.565300e-01,1.063435e+00,1.028610e+00,8.834375e-01,1.008333e+00,9.822791e-01,1.171161e+00,1.121748e+00,1.171057e+00,1.146000e+00,9.723913e-01,1.006991e+00,1.013953e+00,9.612000e-01,1.074283e+00,9.986885e-01,1.032715e+00,9.627778e-01,1.113006e+00,1.055125e+00,1.066154e+00,1.104747e+00,1.131915e+00,8.982096e-01,1.068529e+00,1.043198e+00,7.714330e-02,8.834375e-01,1.171161e+00
5.035000e+00,8.569100e-01,1.069237e+00,1.035112e+00,8.871094e-01,1.016400e+00,9.906512e-01,1.177116e+00,1.129949e+00,1.180201e+00,1.152615e+00,9.758385e-01,1.011407e+00,1.018024e+00,9.649600e-01,1.080118e+00,1.005533e+00,1.038797e+00,9.656667e-01,1.122832e+00,1.061375e+00,1.073269e+00,1.111970e+00,1.141021e+00,9.024017e-01,1.074765e+00,1.049432e+00,7.843943e-02,8.871094e-01,1.180201e+00
5.036000e+00,8.571800e-01,1.075496e+00,1.042108e+00,8.909375e-01,1.024333e+00,9.981395e-01,1.182584e+00,1.137995e+00,1.189664e+00,1.158923e+00,9.786335e-01,1.016450e+00,1.022688e+00,9.689600e-01,1.086483e+00,1.011885e+00,1.043540e+00,9.702222e-01,1.133410e+00,1.065937e+00,1.080048e+00,1.118434e+00,1.148766e+00,9.070306e-01,1.080529e+00,1.055550e+00,7.957203e-02,8.909375e-01,1.189664e+00
5.037000e+00,8.573700e-01,1.081221e+00,1.049641e+00,8.938281e-01,1.032100e+00,1.005907e+00,1.188764e+00,1.145861e+00,1.199010e+00,1.165269e+00,9.809627e-01,1.021797e+00,1.026206e+00,9.725600e-01,1.093065e+00,1.017951e+00,1.049931e+00,9.754444e-01,1.144277e+00,1.072188e+00,1.086058e+00,1.126263e+00,1.155957e+00,9.117904e-01,1.085118e+00,1.061715e+00,8.085346e-02,8.938281e-01,1.199010e+00
5.038000e+00,8.576900e-01,1.086718e+00,1.056771e+00,9.002344e-01,1.039700e+00,1.012372e+00,1.193596e+00,1.154422e+00,1.208775e+00,1.172038e+00,9.840683e-01,1.027208e+00,1.029881e+00,9.775200e-01,1.099607e+00,1.024795e+00,1.056117e+00,9.792222e-01,1.152601e+00,1.077312e+00,1.092692e+00,1.133182e+00,1.163617e+00,9.165939e-01,1.090765e+00,1.067909e+00,8.173258e-02,9.002344e-01,1.208775e+00
5.039000e+00,8.579000e-01,1.091756e+00,1.064126e+00,9.044531e-01,1.047200e+00,1.018326e+00,1.198764e+00,1.162674e+00,1.217936e+00,1.179231e+00,9.876708e-01,1.032446e+00,1.033162e+00,9.817600e-01,1.105717e+00,1.031557e+00,1.061753e+00,9.828889e-01,1.162717e+00,1.083313e+00,1.098558e+00,1.140808e+00,1.167574e+00,9.212664e-01,1.096353e+00,1.073834e+00,8.276914e-02,9.044531e-01,1.217936e+00
5.040000e+00,8.581000e-01,1.097328e+00,1.070852e+00,9.084375e-01,1.054467e+00,1.024326e+00,1.203558e+00,1.170386e+00,1.226544e+00,1.187077e+00,9.915217e-01,1.037424e+00,1.037510e+00,9.843200e-01,1.112711e+00,1.037336e+00,1.068041e+00,9.870000e-01,1.169827e+00,1.089250e+00,1.104279e+00,1.149192e+00,1.170894e+00,9.258079e-01,1.102235e+00,1.079597e+00,8.373770e-02,9.084375e-01,1.226544e+00
5.041000e+00,8.583900e-01,1.102824e+00,1.077937e+00,9.135156e-01,1.061867e+00,1.029814e+00,1.208727e+00,1.178483e+00,1.235034e+00,1.193769e+00,9.948137e-01,1.042879e+00,1.041146e+00,9.875200e-01,1.118802e+00,1.042992e+00,1.073058e+00,9.905556e-01,1.178035e+00,1.092313e+00,1.108990e+00,1.156465e+00,1.160255e+00,9.310480e-01,1.107118e+00,1.084498e+00,8.398551e-02,9.135156e-01,1.235034e+00
5.042000e+00,8.586400e-01,1.107328e+00,1.084529e+00,9.166406e-01,1.067467e+00,1.036186e+00,1.214607e+00,1.185707e+00,1.242550e+00,1.201038e+00,9.965839e-01,1.047944e+00,1.044783e+00,9.921600e-01,1.124833e+00,1.049098e+00,1.078557e+00,9.947778e-01,1.185087e+00,1.098125e+00,1.113317e+00,1.163333e+00,1.131106e+00,9.354585e-01,1.112118e+00,1.088472e+00,8.399087e-02,9.166406e-01,1.242550e+00
5.043000e+00,8.588100e-01,1.112748e+00,1.089596e+00,9.203125e-01,1.072800e+00,1.040837e+00,1.218801e+00,1.193033e+00,1.251191e+00,1.208308e+00,9.996273e-01,1.052706e+00,1.049012e+00,9.962400e-01,1.130295e+00,1.053566e+00,1.084433e+00,9.997778e-01,1.189422e+00,1.103438e+00,1.116683e+00,1.169949e+00,1.107234e+00,9.396507e-01,1.116588e+00,1.092344e+00,8.441139e-02,9.203125e-01,1.251191e+00
5.044000e+00,8.591500e-01,1.117557e+00,1.096816e+00,9.247656e-01,1.078533e+00,1.046930e+00,1.222772e+00,1.200694e+00,1.259279e+00,1.214615e+00,1.002919e+00,1.058485e+00,1.052530e+00,9.995200e-01,1.135403e+00,1.058607e+00,1.089141e+00,1.001889e+00,1.193410e+00,1.108750e+00,1.120144e+00,1.176313e+00,1.093745e+00,9.442358e-01,1.121882e+00,1.096622e+00,8.509007e-02,9.247656e-01,1.259279e+00
5.045000e+00,8.595800e-01,1.122519e+00,1.104081e+00,9.287500e-01,1.084633e+00,1.052372e+00,1.227303e+00,1.207584e+00,1.266577e+00,1.222115e+00,1.006615e+00,1.063420e+00,1.056601e+00,1.002080e+00,1.140589e+00,1.063443e+00,1.095120e+00,1.006444e+00,1.198613e+00,1.113187e+00,1.123173e+00,1.183434e+00,1.086128e+00,9.484279e-01,1.126353e+00,1.101232e+00,8.595244e-02,9.287500e-01,1.266577e+00
5.046000e+00,8.597700e-01,1.127023e+00,1.109641e+00,9.331250e-01,1.090333e+00,1.057163e+00,1.230787e+00,1.214036e+00,1.273523e+00,1.229346e+00,1.011087e+00,1.067987e+00,1.060395e+00,1.006400e+00,1.145737e+00,1.068566e+00,1.099897e+00,1.010333e+00,1.203410e+00,1.116437e+00,1.126587e+00,1.188586e+00,1.083617e+00,9.514847e-01,1.131588e+00,1.105712e+00,8.659945e-02,9.331250e-01,1.273523e+00
5.047000e+00,8.599400e-01,1.132290e+00,1.116323e+00,9.382031e-01,1.095400e+00,1.062419e+00,1.234944e+00,1.220797e+00,1.280403e+00,1.235923e+00,1.014503e+00,1.072987e+00,1.063794e+00,1.009040e+00,1.150668e+00,1.073484e+00,1.104983e+00,1.011667e+00,1.210116e+00,1.121875e+00,1.130192e+00,1.194495e+00,1.085404e+00,9.560262e-01,1.136235e+00,1.110507e+00,8.744390e-02,9.382031e-01,1.280403e+00
5.048000e+00,8.602500e-01,1.135954e+00,1.122511e+00,9.430469e-01,1.100933e+00,1.067070e+00,1.238801e+00,1.227352e+00,1.286493e+00,1.242038e+00,1.018602e+00,1.077922e+00,1.067708e+00,1.012800e+00,1.155639e+00,1.077828e+00,1.109897e+00,1.013778e+00,1.214798e+00,1.126688e+00,1.133558e+00,1.199040e+00,1.088936e+00,9.601747e-01,1.140882e+00,1.115102e+00,8.792379e-02,9.430469e-01,1.286493e+00
5.049000e+00,8.603500e-01,1.140534e+00,1.127937e+00,9.478906e-01,1.106467e+00,1.072372e+00,1.242097e+00,1.233111e+00,1.292248e+00,1.249423e+00,1.022422e+00,1.083312e+00,1.071660e+00,1.016640e+00,1.159823e+00,1.082705e+00,1.114536e+00,1.017667e+00,1.219191e+00,1.131625e+00,1.136827e+00,1.203990e+00,1.094681e+00,9.641048e-01,1.145118e+00,1.119849e+00,8.825432e-02,9.478906e-01,1.292248e+00
5.050000e+00,8.607600e-01,1.144580e+00,1.134260e+00,9.500781e-01,1.111200e+00,1.076698e+00,1.245693e+00,1.239023e+00,1.297903e+00,1.255154e+00,1.026522e+00,1.088117e+00,1.076008e+00,1.019840e+00,1.164008e+00,1.086885e+00,1.120206e+00,1.018000e+00,1.223121e+00,1.135250e+00,1.139038e+00,1.207828e+00,1.100596e+00,9.684279e-01,1.150000e+00,1.124102e+00,8.885000e-02,9.500781e-01,1.297903e+00
5.051000e+00,8.610400e-01,1.148626e+00,1.140000e+00,9.546094e-01,1.115900e+00,1.080465e+00,1.247903e+00,1.244910e+00,1.302802e+00,1.261577e+00,1.030528e+00,1.092814e+00,1.079130e+00,1.022240e+00,1.168605e+00,1.091885e+00,1.124399e+00,1.021333e+00,1.228439e+00,1.139375e+00,1.141635e+00,1.211869e+00,1.107404e+00,9.721397e-01,1.154294e+00,1.128453e+00,8.920465e-02,9.546094e-01,1.302802e+00
5.052000e+00,8.612400e-01,1.154046e+00,1.144933e+00,9.564844e-01,1.120300e+00,1.084558e+00,1.252135e+00,1.250668e+00,1.307315e+00,1.267115e+00,1.034379e+00,1.097121e+00,1.083399e+00,1.024880e+00,1.172652e+00,1.096230e+00,1.128969e+00,1.026333e+00,1.231561e+00,1.142750e+00,1.144087e+00,1.215152e+00,1.114766e+00,9.763319e-01,1.159118e+00,1.132720e+00,8.953198e-02,9.564844e-01,1.307315e+00
5.053000e+00,8.614600e-01,1.157481e+00,1.150359e+00,9.627344e-01,1.125400e+00,1.087907e+00,1.254607e+00,1.255861e+00,1.310956e+00,1.272962e+00,1.038509e+00,1.101926e+00,1.086957e+00,1.029280e+00,1.175776e+00,1.099918e+00,1.133127e+00,1.026333e+00,1.235029e+00,1.146250e+00,1.145913e+00,1.217525e+00,1.122128e+00,9.808297e-01,1.164059e+00,1.136743e+00,8.944179e-02,9.627344e-01,1.310956e+00
5.054000e+00,8.617500e-01,1.162290e+00,1.154439e+00,9.650000e-01,1.129400e+00,1.091023e+00,1.256479e+00,1.260977e+00,1.314379e+00,1.278692e+00,1.043447e+00,1.105801e+00,1.090909e+00,1.031200e+00,1.179627e+00,1.103648e+00,1.137354e+00,1.030778e+00,1.238266e+00,1.148375e+00,1.146298e+00,1.219444e+00,1.129617e+00,9.852402e-01,1.166765e+00,1.140394e+00,8.946695e-02,9.650000e-01,1.314379e+00
5.055000e+00,8.621400e-01,1.164351e+00,1.159552e+00,9.685938e-01,1.133467e+00,1.094465e+00,1.258652e+00,1.266530e+00,1.317248e+00,1.282962e+00,1.046894e+00,1.109913e+00,1.094229e+00,1.032880e+00,1.182927e+00,1.108279e+00,1.141478e+00,1.035000e+00,1.241040e+00,1.152937e+00,1.147692e+00,1.220909e+00,1.136681e+00,9.893450e-01,1.171294e+00,1.144055e+00,8.937485e-02,9.685938e-01,1.317248e+00
5.056000e+00,8.622800e-01,1.168779e+00,1.164036e+00,9.712500e-01,1.138233e+00,1.097860e+00,1.261199e+00,1.271928e+00,1.320386e+00,1.288885e+00,1.050870e+00,1.114113e+00,1.097747e+00,1.035920e+00,1.185540e+00,1.111434e+00,1.144983e+00,1.037556e+00,1.242948e+00,1.156062e+00,1.148462e+00,1.221970e+00,1.143489e+00,9.928821e-01,1.174882e+00,1.147559e+00,8.950125e-02,9.712500e-01,1.320386e+00
