x,Curve1
5.55356,1029.46
9.31249,1026.82

x,Curve2
7.43591,863.91
7.43014,1192.37

x,Curve3
5.17278,261.34
7.41007,260.84

x,Curve4
6.28737,207.24
6.29549,316.73
