Time (s),F51 (N),L51 (mm),F52 (N),L52 (mm),F53 (N),L53 (mm),F55 (N),L55 (mm),F57 (N),L57 (mm),F58 (N),L58 (mm)
12.93,0.4022,9.0635,5.7848,9.087,6.6058,9.0739,8.8639,9.1197,9.8348,9.092,5.8986,9.0386
12.94,0.3957,9.0193,5.5576,9.0238,6.6038,9.0285,8.748,9.0479,9.7897,9.0605,6.0869,9.0853
12.95,0.2863,9.077,5.7403,9.0261,6.4882,9.0363,8.7402,9.0471,9.846,9.0571,6.0585,9.0587
12.96,0.4247,9.0808,5.7943,9.0682,6.697,9.0983,8.674,9.0358,9.674,9.045,6.0415,9.1062
12.97,0.3823,9.0363,5.671,9.0336,6.7227,9.0821,8.715,9.0968,9.6203,9.0204,6.0888,9.0834
12.98,0.349,9.0521,5.8503,9.0056,6.6452,9.0508,8.8401,9.1403,9.7959,9.1018,5.9544,8.9853
12.99,0.325,8.9988,5.6548,9.0485,6.649,9.0729,8.6941,9.0261,9.8001,9.0635,6.0958,9.0761
13,0.2917,9.0633,5.7181,9.0328,6.447,9.0479,8.7447,9.0257,9.7985,9.1287,6.027,9.0443
13.01,0.4606,9.1465,5.9336,9.0252,6.624,9.0758,8.536,9.0015,9.7973,9.0359,6.0994,9.0913
13.02,0.4435,9.0479,5.7034,9.089,6.6206,9.0358,8.6741,9.0972,9.68,9.0087,6.085,9.0447
13.03,0.398,9.0813,5.7909,9.1297,6.5997,9.0789,8.7594,9.1292,9.8156,9.0637,5.9155,9.0114
13.04,0.3132,8.9787,5.64,9.1017,6.7667,9.1241,8.7656,9.0374,9.7683,9.0654,6.0933,9.1154
13.05,0.276,9.0691,5.6159,9.0733,6.5496,9.023,8.6884,9.1315,9.8398,9.1098,5.9687,9.0289
13.06,0.4322,9.0994,5.8282,9.0561,6.6273,9.0622,8.786,8.993,9.8209,9.0356,6.1544,9.0906
13.07,0.3955,9.0571,5.6892,9.0326,6.5027,9.0112,8.6179,9.036,9.6455,8.997,6.0341,9.0827
13.08,0.4646,9.0187,5.7331,9.0479,6.5422,9.1018,8.7772,9.1075,9.7632,9.0918,5.8265,9.0112
13.09,0.3485,9.0086,5.623,9.0677,6.7042,9.0879,8.7099,9.0358,9.8337,9.054,5.9943,9.1151
13.1,0.2884,9.0636,5.6779,8.9542,6.6247,9.0194,8.723,9.0914,9.8528,9.1257,5.9934,9.056
13.11,0.3732,9.1098,5.8608,8.9987,6.6121,9.0286,8.7658,9.0408,9.8826,9.0631,6.1036,9.0845
13.12,0.398,9.0358,5.745,9.052,6.5649,9.0286,8.6024,9.0216,9.6608,9.0172,6.062,9.0727
13.13,0.4278,9.0342,5.745,9.0445,6.5155,9.0479,8.7927,9.1339,9.7843,9.038,5.9543,9.014
13.14,0.327,8.9667,5.6396,9.0371,6.7008,9.116,8.8051,9.0211,9.777,9.052,6.062,9.102
13.15,0.3221,9.074,5.6362,9.0851,6.5509,9.0824,8.7849,9.0708,9.754,9.0838,5.964,9.0209
13.16,0.424,9.0955,5.8252,9.1051,6.6261,9.0726,8.7954,9.0573,9.8901,9.0571,6.0616,9.0909
13.17,0.349,9.0378,5.666,9.0376,6.6004,9.0366,8.6021,8.9877,9.6533,8.9762,6.1061,9.0987
13.18,0.3836,9.107,5.794,9.0791,6.5097,9.0237,8.7241,9.084,9.7794,9.1055,5.8887,9.0303
13.19,0.325,9.0214,5.671,9.0126,6.7238,9.1196,8.7336,9.0906,9.7,9.0443,6.0584,9.0679
13.2,0.2453,9.0496,5.7188,9.0197,6.6516,9.0409,8.7315,9.0451,9.8673,9.0972,6.0001,9.0633
13.21,0.469,9.1054,5.8713,9.0479,6.6164,9.0985,8.7712,9.0326,9.8287,9.0932,5.9642,9.0604
13.22,0.381,9.0331,5.794,9.0979,6.6662,9.0127,8.6116,8.9904,9.5711,9.0399,6.1074,9.1339
13.23,0.398,9.0093,5.7282,8.9979,6.428,9.0012,8.6921,9.076,9.6846,9.0751,5.9579,9.034
13.24,0.2637,9.0198,5.741,9.021,6.6907,9.0645,8.6809,9.0426,9.675,9.0422,5.9561,9.0795
13.25,0.2632,9.0592,5.6769,9.085,6.6742,9.0336,8.7235,9.0974,9.7049,9.0966,5.952,8.9926
13.26,0.4433,9.1339,5.8742,9.0983,6.7383,9.1011,8.7919,9.0888,9.8657,9.0948,5.9551,9.059
13.27,0.349,9.0203,5.7734,9.0427,6.6313,9.0586,8.688,9.0082,9.6915,9.0314,6.1166,9.1205
13.28,0.398,9.0776,5.8037,9.1214,6.502,9.0002,8.748,9.0605,9.7421,9.0895,6.0513,9.0491
13.29,0.2853,9.0238,5.7262,9.1426,6.5909,9.0479,8.7245,9.0792,9.6854,9.0393,6.018,9.0845
13.3,0.3338,8.9999,5.6617,9.0563,6.6137,9.0408,8.6656,9.0994,9.7035,9.0641,5.956,9.0154
13.31,0.3953,9.1176,5.8726,9.0559,6.6298,9.0851,8.78,9.0784,9.8971,9.1187,5.886,9.0304
13.32,0.4169,9.0345,5.6737,9.0559,6.7481,9.0993,8.6687,9.0463,9.7235,9.0469,6.0894,9.1196
13.33,0.4421,9.0714,5.7523,9.0476,6.5422,9.0524,8.7011,9.0482,9.7511,9.061,5.9917,9.0685
13.34,0.3341,9.0025,5.6802,9.0427,6.6101,9.0254,8.6948,9.0176,9.7,9.0251,6.087,9.0846
13.35,0.2418,9.0669,5.6618,9.042,6.5559,9.0262,8.7498,9.0907,9.6385,9.0724,5.9649,8.988
13.36,0.4528,9.1416,5.893,8.9808,6.5729,9.0669,8.8727,9.1358,9.7786,9.1098,5.7798,9.0304
13.37,0.4185,9.0349,5.6656,8.9991,6.6536,9.1048,8.6604,8.9828,9.7458,9.0778,6.053,9.1249
13.38,0.422,9.081,5.696,9.0424,6.599,9.037,8.7081,9.0358,9.8061,9.0626,5.88,9.0726
13.39,0.2343,9.0013,5.6754,9.0521,6.5774,9.106,8.6689,9.0439,9.7311,9.0238,6.0866,9.0768
13.4,0.2348,9.0518,5.6509,9.0679,6.55,9.0471,8.7283,9.0802,9.5912,8.9999,6.0039,9.0654
13.41,0.5257,9.1201,5.8693,9.0972,6.6065,9.0446,8.8852,9.0928,9.8082,9.1125,5.842,9.0372
13.42,0.4411,9.0353,5.8121,9.0785,6.6787,9.0972,8.6838,8.9528,9.7053,9.0387,6.0838,9.1328
13.43,0.4678,9.0362,5.7674,9.0389,6.6034,9.0811,8.6822,9.0191,9.7908,9.0941,6.0223,9.0358
13.44,0.2283,9.0001,5.6464,9.0605,6.5873,9.0541,8.6323,9.0183,9.7179,9.0358,6.1134,9.0952
13.45,0.2535,9.0373,5.6514,9.0283,6.5172,9.0101,8.6298,9.0159,9.5593,9.0378,6.0814,9.0852
13.46,0.4233,9.1698,5.8423,9.0149,6.4767,9.0449,8.8419,9.1369,9.8002,9.0882,5.9292,8.9578
13.47,0.3488,9.0237,5.7203,9.0137,6.66,9.1218,8.7198,9.0222,9.7209,9.044,6.087,9.0771
13.48,0.496,9.1098,5.794,9.0726,6.624,8.9866,8.723,9.0112,9.797,9.0605,5.916,8.9866
13.49,0.52,9.0726,5.72,9.0726,6.599,9.0605,8.723,9.0238,9.773,9.0972,5.867,9.0238
