Time (s),F59 (N),L59 (mm),F60 (N),L60 (mm),F61 (N),L61 (mm),F63 (N),L63 (mm),F65 (N),L65 (mm),F66 (N),L66 (mm)
9.9,0.3269,0.0376,5.5733,9.1685,6.4766,9.0605,8.552,9.0916,9.2585,8.9876,5.989,9.0801
9.91,0.5167,0.0121,5.5721,9.0117,6.4852,9.074,8.4783,9.0793,9.1959,9.1062,5.9344,9.0358
9.92,0.3712,-0.0137,5.3784,8.9507,6.7637,9.1323,8.5454,9.0719,9.236,9.05,5.8559,9.0227
9.93,0.2757,-0.0002,5.4278,9.1581,6.4052,9.0268,8.3187,9.0578,9.2665,9.0851,6.04,9.1128
9.94,0.1292,-0.0249,5.4518,9.1097,6.4103,9.0527,8.333,9.0358,9.4514,9.1183,5.9394,9.0723
9.95,0.4695,0.0486,5.5727,9.0607,6.4822,9.0281,8.4928,9.1444,9.2799,9.0202,6.1079,9.0883
9.96,0.4945,0.0127,5.5509,9.0734,6.3828,9.1301,8.4155,9.0534,9.2735,9.0592,5.9686,9.0479
9.97,0.2995,-0.0608,5.403,8.9997,6.5966,9.1263,8.3485,9.1138,9.2513,9.0785,5.8753,9.0351
9.98,0.3468,0.0359,5.4753,9.1203,6.4931,9.0404,8.5393,9.0706,9.3207,9.095,5.9533,9.0892
9.99,0.2279,-0.0258,5.4234,9.0372,6.4791,9.041,8.3483,9.0384,9.4052,9.1209,6.0242,9.0741
10,0.4853,0.0118,5.5426,9.0846,6.445,9.0303,8.4729,9.0914,9.2928,9.0554,6.0141,9.1129
10.01,0.491,0.063,5.691,9.0764,6.3384,9.0395,8.455,9.0372,9.285,9,6.0504,9.0726
10.02,0.2887,-0.0249,5.5419,9.0634,6.4992,9.1599,8.4765,9.0972,9.2671,9.0238,5.9207,9.0177
10.03,0.2141,-0.0002,5.5171,9.0605,6.5322,9.0479,8.5895,9.0804,9.1773,9.0406,6.0393,9.0486
10.04,0.2235,-0.0369,5.494,9.0543,6.4988,9.1033,8.4155,9.0419,9.3857,9.1218,5.9621,9.1059
10.05,0.3451,-0.0012,5.5135,9.1417,6.4287,9.0475,8.455,9.0478,9.2495,9.0679,6.0599,9.1442
10.06,0.4918,0.0276,5.5761,9.0543,6.372,9.0769,8.3221,9.0341,9.2965,9.0658,6.0661,9.1043
10.07,0.3671,-0.0237,5.3904,9.0272,6.5302,9.1175,8.3019,9.1044,9.3545,9.0515,5.9104,9.0355
10.08,0.3274,0.0098,5.4197,9.0838,6.404,9.0421,8.5559,9.0726,9.1873,9.04,6.001,9.0789
10.09,0.3,-0.0176,5.452,9.0238,6.453,9.0726,8.4068,8.987,9.2951,9.1769,5.9785,9.0529
10.1,0.4709,0.0081,5.5277,9.1176,6.4789,9.0112,8.504,9.0539,9.2289,9.0587,5.9684,9.0886
10.11,0.3769,0.0043,5.5828,9.0816,6.3066,9.0423,8.4249,9.0271,9.2513,9.0599,6.1332,9.103
10.12,0.2457,-0.0631,5.3999,9.019,6.4049,9.1283,8.3231,9.0681,9.1996,9.0479,6.013,9.0689
10.13,0.3359,0.0687,5.4859,9.0939,6.4374,9.0642,8.5654,9.107,9.1091,9.0412,5.9897,9.1087
10.14,0.2794,-0.0283,5.4027,9.0587,6.502,9.1065,8.3899,9.0645,9.2658,9.1198,6.0064,9.0374
10.15,0.2379,0.0333,5.4176,9.1098,6.4354,9.0413,8.3903,9.0581,9.2198,9.052,5.9458,9.0733
10.16,0.3942,0.035,5.6057,9.0803,6.3501,8.9979,8.4498,9.0125,9.222,9.0778,6.0267,9.1256
10.17,0.276,-0.0576,5.395,9.0192,6.4054,9.086,8.1764,9.0227,9.2722,9.0552,5.9532,9.0615
10.18,0.3166,0.0002,5.4728,9.0563,6.477,9.0472,8.4169,9.0862,9.0998,8.992,6.0024,9.0698
10.19,0.2957,-0.021,5.392,9.0012,6.453,9.0938,8.3951,9.0751,9.2432,9.1046,5.964,9.0079
10.2,0.374,0.0392,5.5755,9.1142,6.4933,9.0742,8.4544,9.0912,9.2219,9.0701,5.8335,9.0019
10.21,0.4772,0.044,5.5926,9.0675,6.3506,9.0028,8.4611,9.0941,9.26,9.1042,6.0442,9.1233
10.22,0.2808,0.0122,5.4857,8.9694,6.4678,9.082,8.2969,9.0084,9.2841,9.0717,6.0115,9.0602
10.23,0.334,-0.0003,5.4321,9.0701,6.4396,9.0631,8.4572,9.0884,9.0946,9.0121,6.087,9.0851
10.24,0.2949,-0.0097,5.4219,9.0228,6.4753,9.086,8.3388,9.0708,9.2078,9.1035,5.9826,9.1004
10.25,0.3437,0.0422,5.5222,9.1258,6.5783,9.0787,8.3925,9.1225,9.2537,9.039,5.8815,9.067
10.26,0.4581,-0.0147,5.5712,9.081,6.3323,9.0201,8.552,9.1091,9.2429,9.0851,5.9108,9.1093
10.27,0.3079,-0.0455,5.5263,9.0416,6.4915,9.0631,8.2461,9.0358,9.2629,9.0837,5.9397,9.0605
10.28,0.2506,0.0064,5.446,9.092,6.4137,9.0463,8.4103,9.0998,9.1047,9.0057,6.0877,9.0707
10.29,0.2941,-0.0214,5.403,9.0419,6.2935,9.1079,8.3457,9.0358,9.1759,9.0895,5.9965,9.0411
10.3,0.3365,0.055,5.3976,9.0972,6.5521,9.1225,8.427,9.0897,9.1403,9.076,5.8712,8.9832
10.31,0.471,0.034,5.3988,9.0833,6.404,9.0699,8.5751,9.1335,9.2162,9.0994,6.0585,9.077
10.32,0.398,-0.0183,5.4534,9.0122,6.4725,9.0558,8.3188,9.0498,9.3561,9.1029,5.9615,9.0609
10.33,0.3424,-0.0123,5.4625,9.0706,6.428,9.0414,8.392,9.071,9.187,9.0241,6.0801,9.0726
10.34,0.227,-0.0403,5.427,9.0445,6.3784,9.0881,8.3122,9.0241,9.1844,9.0726,6.0439,9.1308
10.35,0.325,0.0348,5.5386,9.0815,6.5676,9.1026,8.206,9.0534,9.1481,9.0529,5.8693,8.9758
10.36,0.493,0.0564,5.6784,9.0908,6.4781,9.0299,8.4252,9.1046,9.1581,9.0827,6.0287,9.1019
10.37,0.2492,-0.0235,5.4085,9.0103,6.408,9.0426,8.4019,9.077,9.3324,9.1339,5.9125,9.0605
10.38,0.2465,0.0123,5.4932,9.0812,6.4119,9.0398,8.4054,9.0713,9.1991,9.0296,6.0867,9.0891
10.39,0.2768,-0.0201,5.4364,9.0683,6.41,9.1127,8.3597,9.0375,9.1561,9.0675,6.0323,9.1144
10.4,0.3175,0.0372,5.5013,9.1225,6.55,9.1157,8.2652,9.0115,9.1134,9.0642,5.9802,9.0208
10.41,0.3331,0.0449,5.5653,9.1095,6.3998,9.0368,8.4,9.1265,9.0265,8.9972,6.0126,9.0607
10.42,0.2919,-0.0491,5.4119,9.032,6.4527,9.0606,8.2787,9.0867,9.3264,9.1395,5.8976,9.0583
10.43,0.349,0.0127,5.4267,9.0589,6.3605,9.0238,8.3894,9.0726,9.0914,9.0358,5.9747,9.0977
10.44,0.3221,-0.0334,5.5376,9.056,6.2444,9.0756,8.4202,9.0652,9.1641,9.0633,6.111,9.1082
10.45,0.2987,0.0281,5.5454,9.1496,6.5616,9.16,8.1604,8.9776,9.1483,9.0272,5.9554,9.0238
10.46,0.545,0.0528,5.623,9.0863,6.4694,9.0354,8.3644,9.0707,8.999,9.0433,6.0142,9.0667
10.47,0.291,0.0031,5.409,9.0389,6.502,9.0703,8.3708,9.0726,9.2599,9.1098,5.8795,9.0605
10.48,0.3342,0.0075,5.4573,9.0417,6.4258,9.012,8.3554,9.098,9.1302,9.0479,5.9008,9.0563
10.49,0.3452,-0.0369,5.4423,9.0332,6.3168,9.0344,8.381,9.1089,9.1856,9.0851,6.087,9.0689
10.5,0.2862,0.0123,5.4912,9.127,6.493,9.1283,8.241,9.0342,9.1724,9.0582,5.9842,9.0471
10.51,0.5055,0.0392,5.5937,9.0825,6.3755,9.0639,8.3312,9.0253,8.9962,9.01,5.966,9.087
10.52,0.2681,-0.0264,5.4099,8.9981,6.4432,9.0999,8.308,9.0431,9.285,9.1022,5.8847,9.0515
10.53,0.3,0.0286,5.4964,9.0829,6.3733,9.0358,8.2849,9.0707,9.081,9.0506,5.867,9.0266
10.54,0.276,-0.0543,5.4871,9.0552,6.3483,9.0257,8.4704,9.1261,9.2116,9.0722,6.0761,9.0999
10.55,0.3733,0.0086,5.4549,9.1393,6.4989,9.1455,8.2744,9.049,9.2398,9.0879,6.013,9.0726
10.56,0.471,0.0423,5.6089,9.0889,6.447,9.0464,8.3522,9.066,8.7814,8.9949,6.0484,9.0797
10.57,0.2191,-0.0206,5.4222,9.0345,6.5352,9.0998,8.308,9.0309,9.246,9.113,5.9821,9.0398
10.58,0.285,-0.018,5.4407,9.0749,6.4317,9.0605,8.2858,9.0561,9.1226,9.0693,5.7665,9.0099
10.59,0.289,-0.0434,5.427,9.0423,6.3575,9.0148,8.4857,9.1628,8.9989,9.0247,6.0159,9.0676
10.6,0.3428,0.0269,5.5038,9.0983,6.4367,9.059,8.2841,9.0239,9.2759,9.1061,6.0125,9.0477
10.61,0.4623,0.0297,5.5124,9.1218,6.3897,9.0154,8.2415,9.1167,8.9568,8.9701,6.0177,9.0773
10.62,0.4,-0.007,5.366,9.0167,6.4963,9.1098,8.3178,9.018,9.1564,9.1168,5.9592,9.0432
10.63,0.338,0.0185,5.5367,9.067,6.5288,9.0734,8.2251,8.9866,9.1097,9.0605,5.8064,9.0112
10.64,0.3008,-0.0371,5.403,9.0298,6.3137,9.0054,8.3657,9.1136,9.1102,9.0774,5.9663,9.0871
10.65,0.3006,0.043,5.5737,9.0972,6.4695,9.0536,8.357,9.0744,9.0921,9.1226,5.9146,9.0544
10.66,0.4339,0.0376,5.587,9.073,6.3719,9.0488,8.3769,9.1098,9.0026,8.9799,6.114,9.0851
10.67,0.3252,-0.0428,5.403,9.0301,6.4762,9.097,8.3304,9.0946,9.0992,9.0701,5.9708,9.1052
10.68,0.2014,-0.038,5.4645,9.0651,6.4813,9.0335,8.1985,9.0175,9.0819,9.0516,5.9479,9.0399
10.69,0.2543,-0.0369,5.4134,9.0474,6.4038,9.0033,8.3255,9.1009,9.1033,9.0905,5.9189,9.0388
10.7,0.2053,0.0244,5.5361,9.1069,6.4588,9.0635,8.3294,9.0466,9.2108,9.1218,5.9585,9.0249
10.71,0.4824,0.0722,5.5093,9.0928,6.379,9.0402,8.3684,9.0536,9.0275,9.0273,5.991,9.0615
10.72,0.325,-0.0414,5.3722,9.0329,6.4269,9.1169,8.374,9.1012,9.0971,9.0806,6.0558,9.0979
10.73,0.3657,-0.0002,5.4899,9.0944,6.502,9.1211,8.2379,9.0138,9.0719,9.0324,5.94,9.0213
10.74,0.3141,-0.0194,5.3681,9.0479,6.3584,9.0394,8.315,9.1295,8.8758,9.0427,5.9741,9.0726
10.75,0.283,0.014,5.4793,9.0957,6.4273,9.109,8.267,9.071,9.236,9.1207,5.9262,9.0358
10.76,0.471,0.0266,5.4852,9.096,6.355,9.0302,8.3279,9.1098,9.1117,9.013,5.9237,9.0684
10.77,0.3537,-0.049,5.4254,9.0453,6.4418,9.1098,8.4374,9.1185,9.0478,9.1028,6.1079,9.1192
10.78,0.3483,-0.0023,5.4094,9.0407,6.5964,9.13,8.236,8.9936,9.0765,9.0479,5.9862,9.0578
10.79,0.3294,-0.049,5.3688,9.085,6.4027,9.0228,8.2874,9.0726,8.8691,9.0565,5.9642,9.0478
10.8,0.2901,-0.0176,5.5145,9.0749,6.4094,9.0733,8.18,9.042,9.1945,9.1029,5.94,9.0689
10.81,0.3643,0.0547,5.5509,9.1265,6.2919,8.9958,8.2243,9.0559,9.0766,9.0555,5.8958,9.0454
10.82,0.3304,-0.0495,5.4243,9.0144,6.3498,9.0044,8.333,9.1693,9.0037,9.0802,6.0804,9.1443
10.83,0.3339,-0.0508,5.3722,9.0833,6.497,9.1145,8.259,9.0072,8.9575,9.0309,5.8891,9.0708
10.84,0.3338,-0.0123,5.4057,9.0672,6.419,9.0558,8.3403,9.0578,8.9436,9.0162,5.9874,9.0608
10.85,0.3526,-0.0182,5.4467,9.0589,6.4436,9.0917,8.2159,8.9963,9.1219,9.0944,5.9588,9.0479
10.86,0.5044,0.0478,5.549,9.1241,6.3453,9.051,8.1086,9.0228,9.0883,9.0603,5.867,9.0433
10.87,0.2439,-0.0651,5.4019,9.0268,6.3035,9.0424,8.4128,9.0816,9.0487,9.0634,5.9797,9.1297
10.88,0.309,-0.0043,5.4354,9.0524,6.4897,9.0874,8.3116,9.0623,9.0692,9.0429,6.005,9.0486
10.89,0.276,-0.0453,5.4927,9.0479,6.4367,9.0551,8.3082,9.0726,8.821,9.0014,6.028,9.0985
10.9,0.2664,0.0285,5.5659,9.0724,6.4985,9.0799,8.2748,9.0422,9.1276,9.0928,6.0571,9.0537
10.91,0.478,0.0535,5.4905,9.1154,6.3295,9.0231,8.1718,9.026,9.0982,9.0582,5.8868,9.008
10.92,0.3286,-0.0529,5.4122,9.0756,6.2351,9.0238,8.284,9.09,9.059,9.0795,5.9464,9.1349
10.93,0.327,-0.0174,5.4398,9.0251,6.4181,9.1277,8.2684,9.0773,9.1033,9.0946,5.8267,9.0596
10.94,0.2316,-0.0261,5.3861,9.0466,6.3397,9.0726,8.333,9.0732,8.8877,8.9964,6.0481,9.0726
10.95,0.3564,0.0334,5.4552,9.1238,6.502,9.1068,8.3927,9.0739,9.0085,9.1277,6.0225,9.0773
10.96,0.4822,0.0577,5.5913,9.1029,6.3801,9.0076,8.1609,8.9985,9.0595,9.0726,5.8851,9.0263
10.97,0.378,-0.0325,5.456,9.0311,6.2282,9.0254,8.2613,9.0692,9.1835,9.0851,5.9743,9.079
10.98,0.3673,0.0123,5.4779,9.0578,6.4033,9.0848,8.2501,9.0528,9.125,9.0781,5.989,9.0112
10.99,0.276,-0.0216,5.4698,9.0543,6.4243,9.0408,8.2391,9.0927,8.8899,8.972,6.0078,9.1179
11,0.2889,-0.003,5.4154,9.1128,6.4936,9.1095,8.3699,9.0914,9.0431,9.0348,6.1161,9.083
11.01,0.484,0.043,5.6293,9.1097,6.446,9.0785,8.1545,9.0122,8.9633,9.0749,5.8336,9.0061
11.02,0.3133,-0.0278,5.3673,9.0149,6.338,8.9831,8.2565,9.0672,9.0411,9.0858,6.0557,9.0532
11.03,0.3306,-0.0066,5.4576,9.0794,6.4484,9.1098,8.19,9.0706,9.114,9.1025,5.9758,9.0851
11.04,0.2464,-0.0342,5.438,9.0479,6.3793,9.0471,8.162,9.057,8.9271,9.032,5.8958,9.0851
11.05,0.3161,-0.0088,5.4483,9.0807,6.492,9.0922,8.378,9.1411,8.9897,9.0858,6.0558,9.1154
11.06,0.4763,0.0343,5.5017,9.0605,6.4148,9.0607,8.2757,9.0727,8.8974,9.0597,5.8557,9.0744
11.07,0.3441,-0.0324,5.379,9.0454,6.2537,8.9724,8.2365,9.0726,8.9702,9.1098,5.94,9.0382
11.08,0.4768,-0.0051,5.427,9.0606,6.3963,9.0945,8.1819,8.996,9.1115,9.0863,5.9414,9.0351
11.09,0.2455,-0.0392,5.3576,9.0656,6.3265,9.0462,8.0891,9.0573,8.999,9.0479,5.9483,9.098
11.1,0.2429,0.0222,5.3808,9.0794,6.4643,9.0994,8.3166,9.1354,9.0036,9.0258,6.1207,9.1054
11.11,0.4108,0.1053,5.5696,9.1188,6.504,9.101,8.2585,9.0719,8.9511,9.0604,5.8968,9.0959
11.12,0.2925,-0.0084,5.4397,8.9887,6.337,9.0282,8.2706,9.0518,8.8703,9.0656,5.9749,9.0862
11.13,0.4024,-0.0044,5.476,9.0211,6.4389,9.064,8.3186,9.0419,9.1481,9.1214,5.9623,9.0288
11.14,0.2382,-0.0123,5.4685,9.0295,6.3162,9.0383,8.0536,9.0025,8.9823,9.0858,5.8717,9.0758
11.15,0.3429,0.0263,5.3861,9.0641,6.3914,9.1113,8.2384,9.1061,9.0337,9.0605,6.014,9.1098
11.16,0.4049,0.0422,5.6264,9.1167,6.5716,9.1087,8.2663,9.1124,8.9382,9.026,5.916,9.0479
11.17,0.2857,-0.0051,5.3933,9.0523,6.3558,8.9887,8.308,9.0793,8.8364,9.0726,5.8422,9.0482
11.18,0.3647,-0.0218,5.5127,9.051,6.4252,9.0564,8.3055,9.0592,9.0896,9.1582,5.7936,9.0726
11.19,0.252,-0.0249,5.5192,9.0171,6.306,9.0285,8.1218,9.0006,8.9899,9.1067,5.831,9.0498
11.2,0.3305,-0.0394,5.525,9.066,6.2504,9.0995,8.2587,9.0877,9.0177,9.0808,5.9809,9.1099
11.21,0.4685,0.0075,5.5724,9.1166,6.479,9.1218,8.186,9.0358,8.987,9.0513,6.003,9.0516
11.22,0.2341,0.0063,5.4305,9.0226,6.4113,9.022,8.2334,9.0841,8.7898,9.0091,5.9172,9.0726
11.23,0.3272,0.0336,5.3901,9.008,6.3279,9.0862,8.4316,9.0932,8.9696,9.1098,5.929,9.0516
11.24,0.252,-0.0348,5.4132,9.0399,6.3353,9.0335,8.0446,9.0538,8.9405,9.0169,5.8359,9.0175
11.25,0.3019,-0.001,5.4798,9.0879,6.2493,9.0678,8.2389,9.0632,9.0391,9.0894,6.0094,9.0906
11.26,0.5217,0.0568,5.6179,9.1405,6.5006,9.1031,8.2048,9.0307,9.0509,9.054,5.9357,9.0594
11.27,0.2985,-0.0161,5.3984,8.9874,6.3961,9.0398,8.1752,9.0645,8.8128,8.9907,5.9655,9.0843
11.28,0.3436,-0.0002,5.4438,9.0733,6.3693,9.0952,8.409,9.1376,9.0722,9.1008,6.0906,9.0851
11.29,0.2089,-0.0014,5.5419,9.0497,6.3061,9.0112,8.2229,9.0419,8.92,9.0731,5.7889,9.0446
11.3,0.256,-0.0811,5.476,9.0987,6.261,9.0565,8.2127,9.0695,9.0021,9.0796,5.964,9.0587
11.31,0.4702,0.0724,5.5482,9.1098,6.449,9.1038,8.0864,9.0615,8.9447,9.0512,5.9769,9.0671
11.32,0.3237,-0.0369,5.379,9.0476,6.3669,9.0447,8.1597,9.0513,8.8651,8.9638,5.9743,9.1413
11.33,0.3935,0.0128,5.475,9.0482,6.4438,9.1003,8.3719,9.1436,9.0167,9.0483,6.0557,9.0651
11.34,0.2526,-0.0251,5.355,9.0241,6.2822,9.0211,8.268,9.0404,8.919,9.0667,5.8572,9.0334
11.35,0.2036,0.0609,5.5015,9.1464,6.3434,9.0308,8.2187,9.0646,8.9044,9.0748,5.9867,9.0628
11.36,0.4959,0.0611,5.7198,9.0851,6.4217,9.1166,8.1956,9.0358,9.0727,9.0517,5.9163,9.0478
11.37,0.1073,-0.0249,5.4272,9.024,6.3951,9.056,8.1089,9.0163,8.8475,9.0112,5.8882,9.0793
11.38,0.3729,-0.0002,5.4281,9.0732,6.457,9.0817,8.2073,9.0618,8.9835,9.0726,6.1001,9.1191
11.39,0.3261,-0.0374,5.2837,9.0838,6.4043,9.0358,8.2871,9.0464,8.897,9.0474,5.9479,9.0686
11.4,0.2739,0.0352,5.3554,9.0847,6.3004,9.0154,8.2593,9.1215,8.9151,9.1046,5.94,9.0748
11.41,0.3954,0.0598,5.5232,9.038,6.4304,9.075,8.2148,9.0678,9.1068,9.1393,5.8761,9.0612
11.42,0.2082,-0.0238,5.452,9.0358,6.3515,9.0599,8.0498,9.0007,8.8268,9.02,5.8787,9.0741
11.43,0.2593,-0.0098,5.4495,9.0287,6.477,9.0925,8.2425,9.0675,8.935,9.089,6.117,9.1464
11.44,0.3292,-0.0462,5.4492,9.0472,6.3565,9.0608,8.27,9.0617,8.8837,9.0479,5.9785,9.0658
11.45,0.3172,0.0275,5.5568,9.0956,6.3271,8.9974,8.3129,9.0777,8.9164,9.0597,6.0083,9.0633
11.46,0.4641,-0.0105,5.567,9.1313,6.379,9.0403,8.3731,9.0666,9.114,9.167,5.9906,9.0254
11.47,0.3,-0.0104,5.5193,9.0812,6.331,9.044,8.1117,9.0004,8.8627,9.0215,5.8095,9.0395
11.48,0.2624,0.003,5.474,9.1066,6.4643,9.1098,8.211,9.0713,8.9286,9.0432,6.077,9.1272
11.49,0.2805,-0.0479,5.443,9.0411,6.4012,9.081,8.1432,9.0018,8.9794,9.0454,5.9736,9.0574
11.5,0.2614,0.0183,5.4664,9.0678,6.3513,9.0405,8.1767,9.0933,8.8457,9.0119,6.0258,9.0841
11.51,0.5096,0.0685,5.7018,9.0959,6.4585,9.0605,8.3581,9.1038,9.0547,9.1533,5.9303,8.9945
11.52,0.3028,0.03,5.4603,9.0372,6.3299,9.0498,8.186,9.0518,8.834,9.0523,5.8327,8.9671
11.53,0.3921,0.0028,5.4118,9.0509,6.4513,9.0826,8.1762,9.0802,8.8518,9.0613,6.0427,9.0946
11.54,0.1121,-0.0249,5.4636,9.0542,6.5013,9.1101,8.1845,9.0605,8.9207,9.0282,5.8889,9.0715
11.55,0.2672,0.0041,5.452,9.124,6.4063,8.9924,8.1021,9.0653,8.7514,9.0197,5.9644,9.0853
11.56,0.4821,0.1,5.525,9.1166,6.3954,9.0722,8.3261,9.114,9.0976,9.1179,5.91,9.0298
11.57,0.3286,-0.0176,5.4556,9.0571,6.3664,9.0085,8.1385,9.0561,8.9155,9.0764,5.8107,8.9991
11.58,0.2797,0.0056,5.3904,9.1244,6.3305,9.089,8.1737,9.0606,8.9684,9.0541,5.9396,9.0318
11.59,0.317,-0.0411,5.3868,9.0525,6.4788,9.1084,8.1798,9.0543,8.9797,9.0153,5.9535,9.0904
11.6,0.2394,0.004,5.4396,9.0952,6.379,9.0358,8.0873,9.0538,8.7195,9.0035,5.8954,9.1005
11.61,0.5672,0.0304,5.6615,9.1119,6.4179,9.0622,8.2007,9.1135,9.0851,9.1457,6.038,9.0637
11.62,0.2912,0.0021,5.485,9.0435,6.3225,9.0155,8.1887,9.0596,8.9585,9.0697,5.8242,9.0112
11.63,0.325,-0.0193,5.4123,9.1082,6.3373,9.0672,8.2032,9.0812,8.948,9.0553,5.94,9.0409
11.64,0.3,-0.049,5.3885,9.0528,6.4618,9.1263,8.174,9.0889,8.9844,9.0704,6.0122,9.0609
11.65,0.2319,-0.0149,5.4469,9.0846,6.4015,9.0333,8.0371,9.0148,8.6886,9.0064,6.0727,9.1053
11.66,0.2811,0.0218,5.5636,9.0877,6.452,9.1206,8.1822,9.0756,8.808,9.0541,6.002,9.1037
11.67,0.3517,-0.0168,5.4137,9.0479,6.2894,9.0112,8.1726,9.057,8.87,9.0401,5.8766,9.0656
11.68,0.3111,0.0286,5.4871,9.0934,6.3205,9.0518,8.2457,9.1047,9.0345,9.0766,5.8954,9.0509
11.69,0.2874,-0.0708,5.403,9.0393,6.4552,9.1163,8.284,9.1339,9.0217,9.0889,5.964,9.0418
11.7,0.1408,-0.0182,5.4782,9.1228,6.3645,9.0567,8.0703,8.99,8.8048,8.9443,5.8763,9.0776
11.71,0.4349,0.04,5.6409,9.1248,6.3967,9.0622,8.2041,9.0412,8.8959,9.0731,5.9387,9.1159
11.72,0.2939,-0.0092,5.434,9.0512,6.3421,9.0302,8.1333,9.0358,8.8954,9.0479,5.9068,9.0289
11.73,0.4391,0.0006,5.476,9.109,6.2266,9.0392,8.181,9.0851,8.8542,9.1043,5.916,9.0861
11.74,0.3198,-0.0524,5.3767,9.0073,6.4648,9.1098,8.295,9.1059,9.0844,9.1127,5.9635,9.0252
11.75,0.2135,0.0133,5.427,9.1049,6.3381,8.9976,8.145,9.0723,8.8699,9.02,5.8941,9.071
11.76,0.3602,0.0473,5.4906,9.1218,6.4196,9.0992,8.1388,9.0376,8.8872,9.0848,6.0449,9.1218
11.77,0.3562,-0.0213,5.3929,9.0238,6.3342,9.0479,8.1519,9.0555,8.87,9.0539,5.8675,9.0609
11.78,0.3635,0.0071,5.5274,9.0552,6.2596,9.0004,8.1247,9.0854,8.8186,9.0699,5.8995,9.0659
11.79,0.2814,-0.0234,5.3976,9.054,6.4047,9.0486,8.2224,9.1201,9.0269,9.1027,5.7998,9.0536
11.8,0.2719,-0.0237,5.4797,9.0934,6.3283,9.0031,8.1499,9.0478,8.7085,9.0479,5.86,9.0364
11.81,0.447,0.0948,5.5338,9.1088,6.4005,9.0596,8.1606,9.0565,8.8499,9.0739,5.9808,9.1127
11.82,0.3169,-0.024,5.4189,9.0396,6.3922,9.0178,8.1423,9.0263,8.7004,9.048,5.9936,9.071
11.83,0.284,0.004,5.5412,9.0645,6.2657,8.9777,8.0711,9.0497,8.8188,9.0819,5.9903,9.0723
11.84,0.2119,-0.0453,5.4023,9.0562,6.4702,9.0954,8.1699,9.1489,9.0583,9.1307,5.9217,9.0267
11.85,0.2998,-0.0208,5.4425,9.0599,6.38,9.0841,8.1521,9.0505,8.8545,9.0605,5.769,9.009
11.86,0.4597,0.0109,5.6442,9.0972,6.428,9.1098,8.1535,9.1256,8.863,9.0229,5.94,9.0866
11.87,0.2936,-0.0211,5.5051,9.056,6.404,9.0277,8.1604,9.0534,8.8714,9.0368,5.935,9.0479
11.88,0.3648,0.0012,5.4541,9.0862,6.2389,8.9836,8.04,8.9935,8.7175,9.0672,5.952,9.0605
11.89,0.285,-0.0524,5.4303,9.0389,6.3224,9.0933,8.1378,9.1033,8.9873,9.1255,5.897,9.0609
11.9,0.2748,0.0011,5.4204,9.0703,6.2904,8.9941,8.1184,9.103,8.8324,9.0941,5.8463,9.0148
11.91,0.477,0.0417,5.5997,9.0993,6.428,9.1217,8.1606,9.0969,8.845,9.0585,5.876,9.0695
11.92,0.2013,-0.0544,5.476,9.0406,6.4566,9.0735,8.1701,9.0972,8.8649,9.0375,5.8689,9.0605
11.93,0.4076,-0.0024,5.5149,9.0776,6.3888,9.0295,8.0546,8.9895,8.7224,9.0103,5.9633,9.1332
11.94,0.2381,-0.0007,5.4128,9.0157,6.3849,9.0937,8.1702,9.0713,8.9401,9.1174,6.0522,9.09
11.95,0.2253,-0.0132,5.4253,9.0963,6.3329,9.0416,8.1682,9.0532,8.8543,9.071,5.8355,8.9951
11.96,0.4092,0.0086,5.5325,9.1098,6.3507,9.1172,8.1198,9.1062,8.8527,9.0717,5.8991,9.0851
11.97,0.2691,-0.0263,5.4629,9.0427,6.3619,9.1084,8.252,9.09,8.9136,9.0679,5.8277,9.0647
11.98,0.401,0.0262,5.525,9.0534,6.2631,9.0372,8.1117,8.9996,8.6988,9.0364,5.9702,9.1
11.99,0.2248,-0.0356,5.4438,9.0249,6.428,9.0605,8.1307,9.0835,8.8854,9.103,6.0215,9.1298
12,0.2162,-0.0511,5.4652,9.0615,6.313,9.0462,8.1423,9.0901,8.744,9.0694,5.8556,9.0365
12.01,0.3646,0.0244,5.5421,9.1366,6.3697,9.0901,8.1562,9.0626,8.8154,9.0851,5.9003,8.9992
12.02,0.3606,-0.0123,5.4013,9.0414,6.4339,9.1159,8.246,9.0951,8.9302,9.0802,5.9149,9.0616
12.03,0.4352,0.0057,5.5019,9.0726,6.357,9.0576,8.1873,9.0112,8.65,8.9768,5.8629,9.0921
12.04,0.3345,-0.0251,5.338,9.0363,6.38,9.0484,8.0684,9.065,8.8672,9.0844,6.0685,9.0898
12.05,0.252,-0.0301,5.3585,9.0606,6.1959,9.0637,7.9486,9.0375,8.8792,9.0623,5.94,9.0466
12.06,0.4356,0.0248,5.6107,9.1401,6.3352,9.0629,8.04,9.0658,8.8639,9.0817,5.9496,9.0824
12.07,0.349,-0.0123,5.464,9.0235,6.4845,9.1166,8.211,9.1077,9.0244,9.1016,5.8301,9.0418
12.08,0.325,0.0313,5.4279,9.0541,6.3151,9.0694,8.1398,9.057,8.6199,9.0397,5.818,9.0597
12.09,0.2529,-0.025,5.3676,9.0594,6.4146,9.0659,8.0397,9.0851,8.8298,9.0545,6.038,9.1132
12.1,0.2635,-0.0078,5.439,9.0961,6.3083,9.0587,8.1041,9.05,8.8674,9.0698,6.0446,9.0501
