Time (s),F59 (N),L59 (mm),F60 (N),L60 (mm),F61 (N),L61 (mm),F63 (N),L63 (mm),F65 (N),L65 (mm),F66 (N),L66 (mm)
0,0.325,-0.0616,6.77,9.0726,2.644,5.991,0.862,2.9833,0.252,-0.0249,0.276,-0.0249
0.01,0.2554,0.0125,6.7234,9.0482,2.843,6.059,1.0886,3.018,0.4451,-0.0208,0.3207,-0.0197
0.02,0.545,0.0241,6.9425,9.0742,2.8704,6.0829,1.1423,3.0352,0.471,0.0016,0.5045,0.0076
0.03,0.3511,-0.0005,6.7971,9.1194,2.8385,6.0153,1.13,3.0417,0.4254,0.0076,0.2752,-0.0196
0.04,0.3946,-0.0262,6.8912,9.1326,2.6399,6.0375,0.9903,2.9947,0.378,-0.0231,0.2865,-0.0137
0.05,0.5638,0.037,6.918,9.1233,2.9491,6.0778,1.1642,3.0814,0.5432,0.053,0.429,0.0581
0.06,0.4518,0.0123,6.8944,9.0726,2.8775,6.0402,1.1541,3.0299,0.471,-0.028,0.349,0.018
0.07,0.4891,0.073,6.806,9.1091,2.8936,6.0938,1.0844,3.0091,0.3922,-0.0308,0.4145,-0.0085
0.08,0.3801,-0.0322,6.8205,9.0022,2.8123,6.0315,1.0994,2.9883,0.4559,-0.0104,0.5163,-0.0123
0.09,0.4573,-0.0028,6.8327,9.1422,2.7518,6.0353,1.048,2.9892,0.3265,-0.0116,0.2773,-0.0383
0.1,0.5162,0.0482,6.9862,9.1227,2.7587,6.1234,1.0835,3.0752,0.4003,0.0479,0.4098,0.033
0.11,0.447,-0.0327,6.8025,9.1166,2.8615,6.0402,1.1934,2.9845,0.447,0.026,0.3916,-0.0337
0.12,0.4665,-0.0135,6.7767,9.0749,2.9313,6.1354,1.1403,3.0616,0.4738,0.0397,0.4288,0.0215
0.13,0.3884,-0.0309,6.8776,9.0605,2.8337,6.036,1.1496,3.1046,0.4777,0.0032,0.496,-0.0076
0.14,0.4556,0.0071,6.7133,9.1594,2.6796,6.0207,1.0158,3.0087,0.3159,-0.0398,0.2946,-0.0472
0.15,0.5821,0.0803,6.9437,9.1246,2.8288,6.0806,1.1203,3.0594,0.4104,-0.0061,0.494,0.0331
0.16,0.3915,-0.0123,6.7519,9.0696,2.7729,6.0694,1.1217,3.0079,0.3786,0.0244,0.4519,-0.0027
0.17,0.5022,-0.0077,6.8252,9.0773,2.9018,6.0881,1.0314,3.0825,0.4635,0.0623,0.4686,0.0574
0.18,0.3197,-0.014,6.7819,9.0572,2.9027,6.036,1.254,3.106,0.3899,0.0398,0.3753,0.0247
0.19,0.3387,-0.0141,6.7915,9.1114,2.7267,6.0186,1.0511,2.9893,0.3429,-0.0877,0.3518,-0.0342
0.2,0.5582,0.061,6.8715,9.1321,2.8375,6.077,1.0624,2.9695,0.3747,0.084,0.3928,0.0032
0.21,0.5163,0.0017,6.8063,9.0726,2.7699,6.0663,1.057,3.0309,0.2838,0.0123,0.3895,0.0083
0.22,0.447,0.0143,6.8269,9.0952,2.7981,6.0734,1.1059,3.02,0.4517,0.037,0.4541,0.0456
0.23,0.3781,-0.0144,6.7659,9.05,2.8591,6.0729,1.2401,3.0852,0.5757,0.037,0.5333,0.0056
0.24,0.3963,0.0036,6.8104,9.0626,2.7177,6.0156,1.0348,3.0379,0.3672,-0.0446,0.4269,-0.0382
0.25,0.6046,0.0647,6.883,9.1218,2.8367,6.0546,1.1275,3.0169,0.4314,0.0147,0.3375,-0.0396
0.26,0.398,-0.0616,6.672,9.0581,2.742,6.0056,1.0709,2.9866,0.4337,0.0325,0.411,0.0035
0.27,0.4663,0.0026,6.8094,9.0923,2.8383,6.0555,1.0402,3.0272,0.4102,0.0137,0.4002,0.0134
0.28,0.369,0.0119,6.668,9.0454,2.9044,6.1057,1.2282,3.0939,0.527,0.0544,0.471,0.0604
0.29,0.3672,-0.0079,6.8122,9.1019,2.7274,6.0514,1.0882,3.0552,0.3845,0.0032,0.4102,-0.0123
0.3,0.5718,0.0683,6.9438,9.1272,2.7537,6.0587,1.0831,3.0266,0.358,0.01,0.3805,0.0111
0.31,0.458,-0.0002,6.795,9.0781,2.7703,6.0558,1.077,3.0032,0.5686,-0.0123,0.3286,0.003
0.32,0.5051,0.0273,6.7382,9.0266,2.7683,6.0449,1.0125,3.0125,0.3933,0.0702,0.1917,0.0313
0.33,0.2796,0.0034,6.74,9.0387,2.8873,6.108,1.13,3.0523,0.5644,0.0882,0.5014,0.0722
0.34,0.3369,0.0032,6.7588,9.1097,2.742,6.0412,1.1436,3.0425,0.4821,-0.0002,0.3997,-0.0173
0.35,0.5078,0.0705,6.8493,9.0638,2.7958,6.0548,1.1289,3.1037,0.398,0.0169,0.4124,-0.01
0.36,0.447,-0.0345,6.7338,9.0765,2.694,6.004,1.1902,3.0382,0.3721,-0.0282,0.3911,-0.0112
0.37,0.471,0.0112,6.7895,9.0917,2.7361,6.0741,1.0137,2.9833,0.3703,0.0123,0.1791,-0.0252
0.38,0.3671,-0.0326,6.7961,9.0658,2.8889,6.1103,1.1282,3.0326,0.4968,0.057,0.3689,0.0801
0.39,0.2613,0.0054,6.7742,9.1659,2.744,5.9979,1.1058,3.0508,0.429,-0.0218,0.4089,-0.0042
0.4,0.5969,0.0491,6.8397,9.0937,2.7982,6.076,1.1039,3.0726,0.4885,0.0389,0.3242,0.0244
0.41,0.2775,-0.005,6.746,9.0358,2.7078,6.0496,1.2206,3.0541,0.4023,-0.0017,0.3778,-0.0088
0.42,0.4277,-0.0305,6.8357,9.0926,2.6832,6.0676,1.0939,2.9934,0.2545,-0.0958,0.2967,-0.0321
0.43,0.3966,-0.0332,6.6744,9.0321,2.8374,6.0961,1.1073,3.0093,0.4616,0.069,0.4121,0.0413
0.44,0.3183,-0.0163,6.6815,9.0643,2.7997,6.0448,1.0678,2.986,0.4819,0.0205,0.4773,0.0091
0.45,0.5454,0.037,6.867,9.1298,2.7981,6.1166,1.098,3.0366,0.4855,0.0084,0.4399,-0.0052
0.46,0.3893,-0.0083,6.7293,9.0726,2.776,6.0282,1.2621,3.0881,0.4039,-0.0369,0.4903,-0.0123
0.47,0.52,0.0037,6.6646,9.1132,2.7192,6.0134,1.0867,3.0349,0.3371,-0.0434,0.3065,-0.06
0.48,0.3992,-0.0129,6.7617,9.0437,2.7962,6.0941,1.1177,3.0812,0.5008,0.0004,0.4554,0.0348
0.49,0.349,-0.0131,6.648,9.1292,2.742,6.0163,1.0476,3.0013,0.4131,0.0084,0.398,-0.0036
0.5,0.5098,0.0884,6.8886,9.1237,2.7961,6.0783,1.0317,3.0319,0.4764,0.0244,0.4618,0.0123
0.51,0.4339,-0.0046,6.721,9.0515,2.7251,6.0071,1.2128,3.0946,0.5394,-0.0108,0.4949,0.0417
0.52,0.4496,0.0354,6.6695,9.0818,2.5973,6.0238,1.089,3.0222,0.2993,-0.0723,0.3096,-0.0347
0.53,0.3436,0.0244,6.697,9.0466,2.7845,6.0844,1.082,3.059,0.5103,0.0784,0.4274,0.0123
0.54,0.368,0.0007,6.7417,9.0981,2.8464,6.0508,1.1093,3.025,0.4353,-0.0143,0.3585,0.0022
0.55,0.5898,0.0692,6.795,9.1218,2.7778,6.0961,1.0461,2.9725,0.44,0.0061,0.3761,0.0359
0.56,0.3447,-0.01,6.648,9.0506,2.7607,6.0424,1.1778,3.0353,0.513,0.0293,0.4478,0.0254
0.57,0.467,0.0049,6.726,9.0777,2.6522,6.0032,1.082,3.0449,0.3487,-0.0669,0.5271,-0.0108
0.58,0.3594,-0.0154,6.6563,9.0379,2.7788,6.077,1.0849,3.0567,0.3396,0.0294,0.3925,0.0285
0.59,0.3604,-0.0227,6.6556,9.1029,2.8033,6.0544,1.1739,3.0451,0.3829,-0.0032,0.3657,-0.0207
0.6,0.524,0.0453,6.7283,9.1307,2.8554,6.0906,0.9449,2.9783,0.3914,0.054,0.366,0.0413
0.61,0.4298,-0.0102,6.6787,9.0689,2.8628,6.0767,1.13,3.0613,0.5556,0.0199,0.5711,0.0436
0.62,0.4521,0.0424,6.6859,9.0672,2.6458,6.0514,1.13,3.0326,0.4003,-0.027,0.4773,-0.0333
0.63,0.353,-0.0167,6.599,9.0615,2.6628,6.0827,1.1361,3.0598,0.2765,0.0244,0.4103,-0.0129
0.64,0.349,-0.0291,6.6986,9.1192,2.7775,6.0505,1.179,3.08,0.4662,-0.0616,0.3592,0.0175
0.65,0.5462,0.064,6.7735,9.1439,2.8331,6.0938,0.992,2.939,0.4187,0.0349,0.3539,0.037
0.66,0.4093,0.0057,6.7719,9.0605,2.7998,6.0992,1.1168,3.0585,0.5861,0.0737,0.513,0.0728
0.67,0.496,0.0123,6.6829,9.0972,2.6559,6.0138,1.0645,3.0316,0.3436,-0.023,0.4667,0.02
0.68,0.3842,-0.0428,6.6616,9.0417,2.6546,6.0716,1.0939,3.0757,0.3676,0.02,0.3669,0.0123
0.69,0.3127,-0.0185,6.6977,9.134,2.7329,6.0793,1.228,3.079,0.3241,-0.0017,0.3964,-0.0098
0.7,0.496,0.0554,6.77,9.1401,2.7207,6.0999,1.1342,3.0213,0.4068,0.0044,0.3259,-0.0245
0.71,0.4108,-0.0058,6.685,9.0847,3.0005,6.055,1.0615,3.0292,0.532,0.1016,0.5252,0.027
0.72,0.4212,0.0003,6.6615,9.116,2.6411,6.0559,1.057,3.0281,0.411,-0.0351,0.4816,0.0086
0.73,0.349,-0.006,6.6225,9.0416,2.689,6.0654,1.0257,3.0657,0.4234,-0.0116,0.4101,0.03
0.74,0.3953,-0.026,6.6453,9.1075,2.645,6.0625,1.245,3.0984,0.3998,-0.0231,0.4858,0.0008
0.75,0.5188,0.0711,6.6936,9.1227,2.739,6.0711,1.0529,2.9868,0.3581,-0.0217,0.2787,-0.0731
0.76,0.398,0.0086,6.6786,9.0523,2.8786,6.1237,0.9743,3.0545,0.5526,0.0557,0.3032,0.0354
0.77,0.496,0.0425,6.697,9.0524,2.7945,6.0402,1.0865,2.9997,0.4376,-0.017,0.4323,-0.003
0.78,0.4035,-0.0506,6.5911,9.0535,2.5815,6.0815,0.9235,3.0247,0.3176,0.0173,0.398,0.0244
0.79,0.3214,-0.007,6.6418,9.082,2.6796,6.0431,1.1064,3.081,0.4349,-0.0187,0.5252,-0.0084
0.8,0.4721,0.0597,6.721,9.1112,2.7056,6.0594,1.0855,3.0447,0.2812,-0.0271,0.3161,-0.0423
0.81,0.4753,-0.03,6.6582,9.057,2.81,6.0991,1.0777,3.0869,0.5068,0.0432,0.4376,0.0371
0.82,0.471,0.0286,6.634,9.0749,2.7676,6.0601,1.1189,2.9807,0.3929,0.0201,0.4587,0.034
0.83,0.4411,-0.0466,6.6049,9.0337,2.7679,6.0866,0.9134,2.9966,0.4412,0.0326,0.4612,0.0353
0.84,0.3297,-0.0319,6.609,9.0776,2.6592,6.0213,1.155,3.014,0.3728,-0.0246,0.6372,0.023
0.85,0.4809,0.0091,6.7361,9.1393,2.6494,6.0448,1.11,3.02,0.271,-0.0958,0.3019,-0.0462
0.86,0.4187,0.013,6.7434,9.0479,2.7418,6.1135,1.2489,3.1285,0.4801,0.023,0.2387,0.0325
0.87,0.496,0.0244,6.7912,9.0774,2.7846,6.0359,1.2307,3.0733,0.3802,0.0365,0.3809,-0.0123
0.88,0.383,-0.014,6.535,9.0697,2.7542,6.0669,0.9102,2.9552,0.5288,0.0202,0.3692,0.0294
0.89,0.3539,-0.0189,6.6377,9.1107,2.7292,6.0217,1.106,3.0447,0.5093,0.008,0.5444,0.0553
0.9,0.5536,0.0524,6.6832,9.113,2.644,6.0363,1.0663,3.019,0.3153,-0.0379,0.4182,-0.0639
0.91,0.3909,-0.0131,6.5673,9.0329,2.7993,6.1137,1.156,3.0284,0.5409,0.0244,0.4852,0.028
0.92,0.4301,0.0159,6.648,9.1288,2.741,6.0151,1.2579,3.096,0.4401,0.0156,0.367,0.0078
0.93,0.3409,-0.029,6.5252,9.0479,2.7905,6.0841,1.0725,2.9898,0.4205,0.0347,0.3643,0.0152
0.94,0.3246,-0.0207,6.5588,9.0724,2.6675,6.0316,1.1514,3.0567,0.4604,0.0448,0.4933,0.0608
0.95,0.4866,0.0361,6.7132,9.1424,2.5974,5.9954,1.0717,3.0542,0.3493,-0.0858,0.2922,-0.0002
0.96,0.496,-0.0163,6.575,9.0726,2.6319,6.0816,1.016,3.0312,0.3515,0.0207,0.3664,0.0233
0.97,0.4318,0.0283,6.6646,9.0812,2.7857,6.0308,1.2409,3.106,0.4173,0.0593,0.3811,-0.0249
0.98,0.4514,-0.0061,6.5576,9.0738,2.8157,6.0895,1.0934,3.02,0.5059,0.0456,0.1942,-0.0123
0.99,0.2632,-0.0345,6.628,9.0836,3.3598,6.0302,1.7358,3.0792,0.9725,0.0186,0.4959,0.068
1,0.6144,0.0405,7.1538,9.1359,3.7964,5.9894,2.229,3.0422,1.2826,-0.0198,0.4304,-0.0002
1.01,1.1,0.0404,7.7572,9.0726,4.4365,6.0691,2.6707,3.0291,1.8243,0.0035,0.4731,-0.003
1.02,1.5634,0.037,8.2149,9.103,5.1734,6.0481,3.8003,3.0996,2.6849,0,0.325,-0.0416
1.03,2.0939,-0.0057,8.6826,9.0479,6.1996,6.0862,4.6447,3.0517,3.6998,0.0393,0.3006,-0.0241
1.04,2.8752,-0.0359,9.6395,9.141,6.817,6.0561,5.4848,3.0115,4.5626,0.0803,0.469,0.035
1.05,3.9684,0.0337,10.3715,9.1492,7.5207,5.9921,6.3823,2.9668,5.4693,-0.0303,0.4527,-0.0002
1.06,4.6889,0.0031,11.0242,9.0696,8.4738,6.0758,7.2139,2.9737,6.5538,-0.0118,0.4207,0.0418
1.07,5.777,0.034,11.9107,9.0939,9.1823,6.0695,8.2489,3.0515,7.3995,0.0025,0.3539,-0.0052
1.08,6.8053,-0.053,12.3554,9.0623,9.8654,6.111,8.9669,3.02,8.211,0.0039,0.276,-0.0127
1.09,7.5084,0.0314,12.9739,9.0716,10.6905,6.0912,9.832,3.0634,9.2933,0.0373,0.325,0.0143
1.1,8.471,0.0423,13.785,9.1286,10.9465,6.038,10.5453,3.0213,9.9602,-0.0002,0.4291,-0.0036
1.11,9.346,-0.0028,14.0734,9.0709,11.6309,6.1009,10.8672,2.9803,10.5438,0.0249,0.4383,0.0254
1.12,10.1,0.0243,14.5771,9.0655,12.312,6.0499,11.7589,3.038,11.2384,-0.0515,0.4836,0.0352
1.13,10.7546,-0.0466,14.949,8.9963,12.7825,6.1016,12.2967,2.9987,11.821,0.0073,0.3258,-0.0696
1.14,11.3297,-0.0295,15.3928,9.1222,13.2896,6.0745,12.861,3.0447,12.5663,0.0516,0.4369,0.0278
1.15,12.0966,0.046,15.5904,9.1181,13.6218,6.0402,13.4323,3.1028,13.0845,-0.065,0.374,-0.0002
1.16,12.6478,0.008,16.072,9.0705,13.9864,6.0757,13.579,2.9858,13.533,0.0477,0.3637,0.0326
1.17,13.2234,0.0244,16.3442,9.0972,14.2529,6.028,14.0933,3.0421,13.9825,-0.0114,0.4535,0.0468
1.18,13.5622,-0.0229,16.4539,9.0258,14.7208,6.0728,14.4454,3.0233,14.31,-0.0208,0.3402,-0.0254
1.19,13.9606,-0.0312,16.6656,9.0777,15.1355,6.1096,14.8019,3.0567,14.7954,0.0642,0.39,-0.0041
1.2,14.4718,0.0425,17.1043,9.1218,15.1315,6.0282,15.364,3.1053,15.1267,-0.0318,0.3714,0.0054
1.21,14.6835,-0.0002,17.195,9.0497,15.4576,6.0908,15.4162,2.9798,15.5319,0.0314,0.484,0.0274
1.22,15.1864,-0.0007,17.2995,9.0588,15.7083,6.0259,15.6864,3.0438,15.7584,0.003,0.5213,0.0729
1.23,15.4402,-0.0322,17.5891,9.051,15.9514,6.0658,15.9756,2.9802,15.9341,-0.0369,0.3848,-0.0134
1.24,15.5585,-0.0174,17.6977,9.0711,16.2413,6.0548,16.0377,3.0227,16.4603,0.0303,0.398,0.0292
1.25,15.9851,0.0054,18.0518,9.1669,16.4415,6.03,16.6407,3.0725,16.6003,-0.0058,0.4177,0.0012
1.26,16.3082,-0.0002,17.9812,9.0056,16.5941,6.0514,16.5964,3.0137,16.9897,0.0349,0.3194,0.0119
1.27,16.5874,0.055,18.2915,9.0689,16.6731,6.0148,16.951,3.0116,17.122,-0.0116,0.4077,0.019
1.28,16.835,-0.038,18.285,9.0272,16.7893,6.058,17.0613,3.02,17.1169,-0.0224,0.4094,-0.0201
1.29,16.8821,-0.0207,18.4703,9.0893,17.2255,6.1137,17.0021,2.9655,17.4044,0.0147,0.437,0.0244
1.3,17.2497,0.0283,18.78,9.1117,17.2111,6.0469,17.4867,3.0339,17.5717,0.0487,0.3781,-0.0185
1.31,17.39,-0.0011,18.6823,9.1165,17.4301,6.0713,17.5571,3.0547,17.8448,0.0417,0.349,-0.0098
1.32,17.6574,0.0354,18.966,9.0734,17.488,6.0299,17.7708,3.0827,18.1193,0.0362,0.5394,0.1178
1.33,17.683,-0.0362,19.019,9.0372,17.6442,6.0112,17.9001,3.0117,17.9867,-0.0265,0.349,-0.0088
1.34,17.7406,-0.0218,18.9603,9.0763,17.8914,6.0989,17.935,2.9691,18.2037,0.0572,0.4224,0.0676
1.35,17.9572,0.038,19.269,9.1334,17.9749,6.0631,18.1538,3.0657,18.2762,-0.019,0.4729,-0.0204
1.36,18.1934,0.0114,19.1738,9.0726,18.0732,6.0543,18.2558,3.062,18.4472,0.037,0.2649,-0.034
1.37,18.2243,0.0366,19.4403,9.0612,18.1553,6.0458,18.537,3.0567,18.7782,-0.023,0.4193,0.0069
1.38,18.3649,-0.0594,19.3925,9.0484,18.1517,6.0085,18.6172,3.0556,18.757,-0.0369,0.447,0.0079
1.39,18.4174,-0.0603,19.4439,9.061,18.4091,6.075,18.4853,2.9783,18.8582,0.0123,0.4113,-0.0139
1.4,18.709,0.0248,19.5157,9.1457,18.5219,6.0393,18.7473,3.047,18.928,-0.0179,0.4971,-0.0031
1.41,18.7819,-0.0002,19.6359,9.0726,18.6537,6.0702,18.8266,3.0087,18.9372,-0.0154,0.2763,-0.0005
1.42,18.953,0.0249,19.7832,9.0727,18.674,6.0213,18.8295,3.0687,19.1643,0.0983,0.3888,0.0221
1.43,18.9296,-0.0962,19.7126,9.0361,18.6743,6.0009,19.1299,3.0894,19.2322,-0.0131,0.4324,-0.027
1.44,18.9295,-0.0364,19.781,9.0593,18.7886,6.0934,19.0477,3.032,19.3292,0.032,0.3907,0.0431
1.45,19.0763,0.0126,20.027,9.1326,18.9159,6.056,19.1698,3.0671,19.2875,-0.0379,0.4911,-0.0096
1.46,19.2435,-0.011,20.027,9.0492,19.071,6.0649,19.1704,3.0343,19.3126,-0.0047,0.3273,-0.0735
1.47,19.367,0.0159,20.129,9.0846,19.1871,6.0619,19.3054,3.0433,19.6305,0.0583,0.3831,-0.0108
1.48,19.3727,-0.0237,20.1356,9.0256,19.0989,6.0282,19.5266,3.0936,19.489,-0.0364,0.3689,-0.0202
1.49,19.2278,-0.0262,20.2139,9.0817,19.1259,6.0084,19.49,2.9764,19.6646,0.0253,0.3902,0.0041
1.5,19.5819,0.0259,20.2853,9.1331,19.2146,6.0504,19.4845,3.0298,19.6732,-0.0123,0.4945,0.0684
1.51,19.514,0.0015,20.3268,9.0384,19.4116,6.0895,19.5839,3.0437,19.5943,-0.0312,0.3501,-0.0458
1.52,19.6925,0.0244,20.3275,9.1427,19.4247,6.0678,19.4676,2.9941,19.8231,0.0475,0.3703,0.0104
1.53,19.5614,-0.0218,20.3143,9.05,19.4607,6.0035,19.6938,3.0919,19.7692,0.019,0.2706,-0.0123
1.54,19.5946,-0.0616,20.4069,9.0939,19.49,6.072,19.8398,3.02,19.9384,0.0145,0.316,0.0155
1.55,19.88,0.0786,20.6299,9.1182,19.5219,6.051,19.8495,3.0634,19.9025,-0.0046,0.5818,0.0474
1.56,19.8121,0.0344,20.6009,9.0713,19.6785,6.0656,19.8761,3.0422,19.8457,-0.0182,0.4157,-0.0002
1.57,19.891,-0.03,20.5695,9.1029,19.8004,6.0827,19.8067,2.9803,20.0527,0.0352,0.4817,-0.0002
1.58,19.978,-0.0002,20.5872,9.0329,19.7437,6.038,20.0182,3.0506,20.029,0.0214,0.3,-0.0316
1.59,19.88,-0.0185,20.6278,9.0712,19.7552,6.0551,20.1717,3.0326,20.1006,-0.0362,0.3386,0.0053
1.6,20.0565,0.0106,20.7807,9.1432,19.856,6.0164,20.149,3.0466,20.0966,0.0452,0.545,0.122
1.61,20.0304,-0.0123,20.881,9.0778,19.8982,6.077,20.2017,3.0851,19.9926,-0.049,0.4269,0.0135
1.62,20.1634,0.037,20.906,9.0677,20.0355,6.12,20.0658,3.0063,20.1825,0.0298,0.407,-0.0048
1.63,20.1769,-0.0293,20.7816,9.0358,20.008,6.0111,20.271,3.0378,20.1808,0.0093,0.3139,-0.0249
1.64,19.9246,-0.0141,20.78,9.0647,20.0552,6.072,20.161,3.0585,20.284,0.0177,0.2983,-0.0299
1.65,20.1937,0.0203,20.9958,9.1156,19.996,6.0282,20.369,3.0843,20.362,0.0056,0.5064,0.0548
1.66,20.198,0.0166,20.93,9.1132,20.149,6.0551,20.5112,3.0683,20.231,-0.0329,0.4679,0.0107
1.67,20.1802,0.037,21.1321,9.0327,20.2785,6.1016,20.4334,2.9891,20.3074,0.0215,0.3916,-0.0524
1.68,20.2304,-0.0327,21.0325,9.0354,20.2671,6.0402,20.3629,3.0599,20.296,0.0016,0.3941,-0.0229
1.69,20.2027,-0.0393,20.9694,9.0582,20.2054,6.0996,20.3643,2.9972,20.3979,0.0364,0.2547,-0.0435
1.7,20.2519,0.0344,21.1549,9.1072,20.1657,6.0366,20.4217,3.0503,20.4463,0.0375,0.3968,-0.0008
1.71,20.3536,-0.015,21.1946,9.063,20.2996,6.0247,20.5478,3.0938,20.2436,-0.0548,0.374,0.0244
1.72,20.3742,0.0517,21.1901,9.0877,20.3997,6.0886,20.4768,2.9906,20.4797,0.014,0.417,0.0068
1.73,20.3398,-0.0287,21.2666,9.032,20.4898,6.0164,20.529,3.0333,20.3615,-0.0002,0.5139,-0.0099
1.74,20.3577,-0.0237,21.2678,9.0641,20.4864,6.0672,20.5249,2.9747,20.4215,0.0234,0.3076,-0.0658
1.75,20.607,0.0244,21.2919,9.1164,20.5122,6.022,20.4233,3.0259,20.6253,0.0809,0.4049,0.0102
1.76,20.466,0.0123,21.2598,9.0448,20.4235,6.0343,20.6795,3.072,20.4082,-0.0558,0.3018,-0.0002
1.77,20.54,0.0276,21.3637,9.1462,20.556,6.0891,20.6744,3.0138,20.466,-0.0112,0.5088,0.0491
1.78,20.4926,-0.0241,21.3404,9.0454,20.6067,6.0523,20.6952,3.0109,20.4622,0.0028,0.5268,-0.0015
1.79,20.3623,-0.0313,21.3244,9.0432,20.711,6.077,20.6243,3.02,20.4937,-0.018,0.349,-0.049
1.8,20.588,0.0268,21.5142,9.1185,20.5742,6.0478,20.5731,2.9621,20.5422,0.121,0.3765,0.0318
1.81,20.6207,0.0054,21.4603,9.0903,20.5318,6.0248,20.8286,3.0556,20.54,-0.0058,0.3687,0.0076
1.82,20.6021,0.0334,21.4781,9.092,20.784,6.0653,20.7903,3.02,20.5963,0.0349,0.4496,0.0529
1.83,20.5485,-0.0224,21.4229,9.0394,20.784,6.0282,20.767,3.0564,20.6491,-0.0034,0.52,0.0679
1.84,20.4883,-0.0406,21.5187,9.0541,20.7906,6.0649,20.9128,3.0515,20.5204,-0.0176,0.3482,-0.0356
1.85,20.6581,0.0668,21.6567,9.1339,20.8784,6.0279,20.7054,2.9958,20.7911,0.0571,0.4008,0.0335
1.86,20.68,-0.0171,21.4535,9.0851,20.7211,6.0013,20.8589,3.0627,20.6484,-0.0057,0.3632,-0.0091
1.87,20.759,0.0203,21.6538,9.089,20.784,6.1069,20.8361,3.0399,20.6191,0.0155,0.372,0.0036
1.88,20.7183,-0.0372,21.5645,9.0029,20.8865,6.0568,20.8568,3.0445,20.6294,-0.0002,0.5088,0.0839
1.89,20.4664,-0.0373,21.4995,9.0563,20.9375,6.0844,21.028,3.0519,20.5163,-0.0102,0.374,-0.0235
1.9,20.711,0.0244,21.7681,9.0808,20.8041,6.0234,20.8496,2.9657,20.6815,0.0389,0.3329,-0.0189
1.91,20.7366,0.0037,21.7431,9.077,20.7706,6.026,20.9016,3.0447,20.759,0.0242,0.338,-0.0401
1.92,20.7525,0.0289,21.6945,9.0946,21.0196,6.0649,20.892,3.0256,20.759,0.0216,0.325,0.0108
1.93,20.7708,-0.0189,21.6514,9.009,20.955,6.0294,20.9017,3.0655,20.7645,-0.0292,0.4362,0.0419
1.94,20.6219,-0.0152,21.6963,9.0283,21.0233,6.0992,21.1908,3.0261,20.564,-0.0543,0.384,0.003
1.95,20.6674,0.0322,21.7546,9.1004,21.1477,6.1364,20.9067,2.947,20.7889,0.0293,0.4317,0.0161
1.96,20.8381,-0.0049,21.8433,9.086,21.0289,6.0156,20.9869,2.968,20.7491,0.0244,0.447,-0.0223
1.97,20.8763,0.0171,21.906,9.0851,21.032,6.0523,20.9737,2.9893,20.8607,0.0266,0.2907,0.011
1.98,20.8424,-0.0393,21.7608,9.0259,21.028,6.0272,20.951,3.0332,20.881,0.0082,0.3979,0.0243
1.99,20.7008,-0.0074,21.76,9.0696,21.0932,6.0925,21.0973,3.0932,20.7075,-0.052,0.4336,-0.0208
2,20.7856,0.0585,21.98,9.0778,21.199,6.1239,21.0594,3.0406,20.7695,0.0279,0.3769,0.0176
2.01,20.8225,0.0102,21.7965,9.0726,21.1388,6.0101,21.101,3.0226,20.8353,0.0346,0.3485,-0.0084
2.02,20.829,0.0701,21.924,9.0675,21.2139,6.0452,21.0738,2.9849,20.8992,0.0588,0.2725,-0.0526
2.03,20.8825,-0.0002,21.8871,9.0694,21.0246,6.0351,20.9987,3.0061,20.9404,0.0209,0.398,0.0033
2.04,20.7433,-0.0383,21.8909,9.0647,21.1858,6.0763,21.155,3.0641,20.7204,-0.0775,0.276,0.0244
2.05,20.9501,0.0203,21.9638,9.1078,21.278,6.1016,21.0207,3.041,20.8739,0.0325,0.3846,0.037
2.06,20.8186,-0.0391,21.98,9.0311,21.2151,6.0119,21.0669,3.0447,20.833,-0.0106,0.4036,-0.0076
2.07,21.0409,0.0349,21.9992,9.1004,21.223,6.0432,21.2564,3.0186,20.857,-0.0193,0.2989,-0.0599
2.08,20.9418,0.0187,21.9385,9.009,21.1176,6.0077,21.0045,2.9458,20.9995,0.0394,0.3476,0.0214
2.09,20.7491,-0.017,21.9332,9.0194,21.2294,6.0567,21.145,3.0555,20.7968,-0.0358,0.3578,-0.0225
2.1,21.004,0.0433,22.0441,9.104,21.3454,6.1134,21.1044,3.0443,21.0522,0.0048,0.4512,0.0269
2.11,20.9558,-0.0002,22.1021,9.0668,21.3014,6.0411,21.2311,3.0368,20.8303,-0.0195,0.471,0.0337
2.12,21.0524,0.0244,22.1143,9.0851,21.3587,6.0895,21.2142,3.0467,20.8349,0.0123,0.3357,-0.0136
2.13,20.9322,0.0001,22.1524,9.0358,21.345,5.9997,21.1348,2.9512,21.0655,0.0539,0.3881,0.0275
2.14,20.8821,-0.0496,21.98,9.0836,21.2247,6.0165,21.2449,3.0497,20.9634,-0.0145,0.3324,-0.0011
2.15,20.9675,0.0177,22.15,9.109,21.3652,6.0871,21.0972,3.0364,20.9201,-0.0322,0.3588,-0.01
2.16,21.0293,-0.0007,22.1768,9.0605,21.3079,6.0465,21.1568,3.0652,20.9076,-0.0134,0.5597,0.0506
2.17,21.0636,0.0435,22.2012,9.0907,21.3589,6.0198,21.3939,3.0693,20.8257,0.0213,0.4948,-0.0002
2.18,21.0185,-0.0236,22.095,9.0303,21.3834,6.0626,21.1533,3.0005,21.15,0.076,0.4008,-0.0095
